sentence	label	label_name
which airline has the smallest plane leaving pittsburgh and arriving in baltimore on july fourth	6	airline
what are the nonstop flights on america west or southwest air from kansas city to burbank on saturday may twenty two	0	flight
what are the classes of service for american airlines	0	flight
i would like to find out what flights there are on friday june eleventh from st. petersburg to milwaukee and then from milwaukee to tacoma thank you	0	flight
all flights from boston to washington dc on november tenth	0	flight
what are the flights from denver to san francisco	0	flight
on the 8 am flight from san francisco to atlanta what type of aircraft is used	3	aircraft
which flight is a one way fare at 329 dollars from denver to pittsburgh	0	flight
what flights leave baltimore for boston after 6 o'clock on friday	0	flight
okay i need to get a flight from houston to seattle	0	flight
please list flights between denver and boston	0	flight
find me the flights that are nonstop between boston and dallas that leave between 12 and 2 in the afternoon	0	flight
i would like some information on flights leaving boston to atlanta	0	flight
show me the latest nonstop flight from denver to washington dc	0	flight
what are the flights from dallas to baltimore	0	flight
i would like a nonstop flight from new york to las vegas on march second	0	flight
no i want to go from denver to oakland	0	flight
show me all the night fares between philadelphia and san francisco	2	airfare
what kinds of ground transportation is available in dallas fort worth	4	ground_service
can you show me economy class one way fares for flights from oakland to dallas on december sixteenth	2	airfare
what is fare code qw	8	abbreviation
i 'd like a flight on july ninth from orlando to kansas city in the afternoon	0	flight
what are the coach fares from charlotte to la wednesday night	2	airfare
is there ground transportation available in denver	4	ground_service
show me flights from philadelphia to oakland on friday	0	flight
i would like to know the flights available from boston to denver arriving in denver by 8 o'clock wednesday morning	0	flight
i would like to fly the cheapest rate available from pittsburgh to atlanta on wednesday morning	0	flight
list the flight from philadelphia to san francisco on american airlines	0	flight
flights from memphis to las vegas on sunday	0	flight
what is the first flight from atlanta to boston on thursday september fifth that leaves after 8 am	0	flight
what is the first class fare on united flight 352 from denver to boston	2	airfare
flight from philadelphia to dallas arriving before 4 pm on saturday	0	flight
list flights tomorrow from san diego to phoenix	0	flight
show me all flights from san francisco to washington dc area	0	flight
sure i want to go from philadelphia to dallas	0	flight
show me all the united airlines flights leaving dallas	0	flight
can you list all the flights between phoenix and las vegas	0	flight
list all flights from baltimore to philadelphia	0	flight
round trip flights from minneapolis to san diego coach economy fare	0	flight
i want to fly from boston to denver and i don 't want any stopovers and i 'd like to fly only during the afternoon	0	flight
flights from denver to baltimore between 10 am and 2 pm	0	flight
show me the flights from denver to atlanta	0	flight
what flights are there on delta from boston to dallas	0	flight
what kind of ground transportation can you offer me in seattle	4	ground_service
leaving washington going to san francisco the latest flight	0	flight
show me the flights available from atlanta to baltimore leaving atlanta in the morning	0	flight
round trip fares new york to san jose	2	airfare
which flights are serviced by american airlines	0	flight
how do i get from pittsburgh airport to downtown pittsburgh	0	flight
does midwest express serve charlotte	0	flight
what flights from houston to milwaukee on friday in the evening on american airlines	0	flight
what is the earliest flight going from san francisco to dallas on monday august nineteenth	0	flight
what flights from atlanta to st. louis on tuesday arriving around 230 pm	0	flight
i need a flight from kansas city to chicago that leaves wednesday and arrives in chicago around 7 pm	0	flight
i would like information on any flights from pittsburgh to san francisco leaving thursday evening	0	flight
i need a cheap flight from baltimore to san francisco	0	flight
what is the cost of a first class ticket from baltimore to dallas	2	airfare
what is the economy thrift fare from boston to washington	2	airfare
list the nonstop flights early tuesday morning from dallas to atlanta	0	flight
what is the earliest flight you have that leaves philadelphia to dallas	0	flight
are there any flights from dallas fort worth to boston leaving before 10 am	0	flight
show me all the flights to baltimore after 6 o'clock pm	0	flight
i need a return flight from philadelphia to boston	0	flight
united airlines flights stopping in denver before noon	0	flight
show me the car rentals in baltimore	4	ground_service
what flights go from newark to boston after 1024 in the morning	0	flight
shortest evening flight from tampa to cincinnati	0	flight
how much time does it take to go between the airport and downtown by ground transportation in dallas	4	ground_service
flights from boston to pittsburgh	0	flight
i 'd like to fly continental airlines between boston and philadelphia	0	flight
i would like to book a flight on continental airlines from chicago to seattle on june first	0	flight
all flights from pittsburgh to dallas round trip after 12 pm less than 100	0	flight
show me flights on sunday going from san francisco to boston nonstop first class leaving after 12 noon	0	flight
from las vegas to phoenix	0	flight
show me flights from pittsburgh to atlanta on monday afternoon	0	flight
show me the flight with the smallest seating capacity which leaves pittsburgh and arrives in baltimore on june fourteenth	0	flight
show all flights from boston to denver on july thirty first	0	flight
are there any flights before 12 noon on june fifteenth from long beach to columbus	0	flight
list daily flights from boston to atlanta	0	flight
on a flight from san francisco to atlanta that leaves before 8 am is there such a flight	0	flight
on united airlines give me the flight times from boston to dallas	1	flight_time
ground transportation minneapolis	4	ground_service
show me airline abbreviations	6	airline
how many flights does delta have with a class of service code f	10	quantity
please list all the arriving and departing flights from general mitchell international	0	flight
i would like to see the flights from denver to philadelphia please	0	flight
does eastern airlines fly early in the morning between logan and bwi	0	flight
what flights leave phoenix on american airlines	0	flight
can you list all the airlines that have flights from boston to san francisco	6	airline
flights from nashville to orlando daily	0	flight
show me first class flights from pittsburgh to san francisco on friday	0	flight
i need the earliest flight from denver to boston that serves dinner	0	flight
from toronto to atlanta in the afternoon	0	flight
please list the friday afternoon flights from san jose to dallas on american airlines	0	flight
is there ground transportation in boston from the airport	4	ground_service
show first flight from pittsburgh to atlanta on wednesday	0	flight
i 'm sorry i wanted to fly twa is there a flight between oakland and boston with a stopover in dallas fort worth on twa	0	flight
show me all flights from san francisco to la guardia nonstop	0	flight
what flights are there from pittsburgh to los angeles	0	flight
what kind of ground transportation is there in washington dc	4	ground_service
what is the least expensive flight available from dallas fort worth to san francisco	0	flight
what does the fare code f mean	8	abbreviation
what 's the most expensive way i can fly to washington	0	flight
what flights from houston to milwaukee on friday on american airlines	0	flight
what is the schedule of ground transportation from the airport in philadelphia into downtown	4	ground_service
show me a list of flights from san francisco to boston for august thirtieth	0	flight
show me the least expensive flight from miami to cleveland on sunday after noon	0	flight
how much does it cost to go from downtown to logan airport	2	airfare
what flights are there from newark to tampa	0	flight
i want a flight from philadelphia to dallas that at least has one stop	0	flight
show flights from denver to oakland arriving between 12 and 1 o'clock	0	flight
what is the fare from san francisco to dallas fort worth on delta flight 852	2	airfare
flights from newark new jersey to cleveland ohio	0	flight
give me flights from denver to baltimore	0	flight
show the flights from denver to san francisco	0	flight
show me flights denver to washington dc on thursday	0	flight
please list the thursday morning flights from st. louis to st. paul	0	flight
what flight do you have from pittsburgh to san francisco on the morning of august twenty seventh	0	flight
what are the flights from boston to atlanta	0	flight
what flights from baltimore to san francisco arrive before 8 pm in san francisco	0	flight
show me the flights from pittsburgh to san francisco for thursday night or friday	0	flight
get me a first class flight on american to san francisco on tuesday next week	0	flight
ground transportation in westchester county	4	ground_service
what flights are there from atlanta to baltimore	0	flight
i 'd like to fly from dallas to san francisco at approximately 615 pm	0	flight
list the fares of us air flights from boston to philadelphia	2	airfare
list flights from phoenix to detroit on thursday june twenty fourth	0	flight
what flights from miami to indianapolis on sunday	0	flight
now show me the flights from memphis to cleveland	0	flight
can you give me information on all the flights from san francisco no from pittsburgh to san francisco on monday	0	flight
could you find me a flight from boston to san francisco that stops in denver	0	flight
flights from cleveland to miami	0	flight
give me the flights from pittsburgh to los angeles thursday evening	0	flight
please list all of the flights leaving atlanta heading to baltimore after 8 pm wednesday and before 9 am thursday	0	flight
show me flights from seattle to san francisco that leave after 5 pm	0	flight
show me the flights that go from tacoma to miami	0	flight
which airline can fly me from atlanta to denver to san francisco	6	airline
are there any flights from denver to pittsburgh with stops in atlanta	0	flight
list all the flights that arrive at general mitchell international	0	flight
what is fare code h	8	abbreviation
what flights from salt lake city to new york city arrive next saturday before 6 pm	0	flight
flights from nashville to seattle	0	flight
show me fares from seattle to minneapolis	2	airfare
i need a flight from boston to san francisco via dallas fort worth	0	flight
i 'd like an afternoon flight from atlanta to san francisco with a stopover in denver arriving i 'd say about mealtime	0	flight
show me the most expensive one way flight from detroit to westchester county	0	flight
show me the flights from baltimore to philadelphia	0	flight
from denver to washington dc on monday november eleventh 1991	0	flight
please list all the flights from boston to denver which serve meals	0	flight
list aircraft types that fly between boston and san francisco	3	aircraft
what does fare code qw mean	8	abbreviation
i 'm interested in a flight on american airlines from dallas to washington	0	flight
give me flights from pittsburgh to baltimore	0	flight
how much is a round trip fare from indianapolis to seattle	2	airfare
what is the cheapest flight from long beach to memphis	0	flight
which airline provides business class flights	6	airline
pittsburgh to denver	0	flight
which airlines fly between boston and pittsburgh	6	airline
list the flights arriving in atlanta from baltimore before noon on august fourth	0	flight
give me the flights for american airline from philadelphia to dallas	0	flight
i need a flight this sunday from miami to las vegas and i would prefer a morning flight	0	flight
flights from boston to pittsburgh	0	flight
which flights go from pittsburgh to atlanta in the evening	0	flight
show me the fares from dallas to san francisco	2	airfare
give me american airlines flights from milwaukee to phoenix on saturday and on sunday	0	flight
list all flights that leave from baltimore or denver or pittsburgh and arrive in philadelphia	0	flight
show me the flights from baltimore to oakland	0	flight
show me the earliest flight from denver to las vegas	0	flight
show me flights from milwaukee to orlando on wednesday night	0	flight
may i have a listing of flights from milwaukee to tacoma washington departing in the evening	0	flight
what morning flights do you have between oakland and denver	0	flight
i 'd like a flight from washington that stops in denver and goes on to san francisco	0	flight
show me all flights from pittsburgh to baltimore tomorrow	0	flight
all one way flights between boston and philadelphia	0	flight
what flights go to san francisco from boston	0	flight
what flights are there from san francisco to philadelphia daily with economy class	0	flight
first flights from pittsburgh to atlanta on a thursday	0	flight
show me the flights from baltimore to atlanta	0	flight
tell me about flights from toronto to salt lake city leaving after 530 pm	0	flight
show me the flights from indianapolis to orlando with round trip fares less than 1288	0	flight
i need a flight from boston to pittsburgh that leaves early in the morning	0	flight
what is the first flight from atlanta to baltimore that serves lunch	0	flight
show me the flights from pittsburgh to baltimore	0	flight
all flights from denver to philadelphia	0	flight
oakland to philadelphia saturday	0	flight
give me the earliest flight tomorrow on united airlines from st. petersburg to milwaukee	0	flight
show me flights on monday from philadelphia to boston after 7 am	0	flight
show me all the flights leaving baltimore	0	flight
show me the flights from philadelphia to boston	0	flight
is there a plane from boston to washington	3	aircraft
i need to go from boston to atlanta and back in the same day find me the earliest flight from boston	0	flight
what are flights between boston and pittsburgh on august tenth	0	flight
what are the schedule of flights from boston to san francisco for august first	1	flight_time
show me one way flights from milwaukee to orlando wednesday	0	flight
show me all flights from pittsburgh to baltimore tomorrow which serve a meal	0	flight
give me flights on american airlines from milwaukee to phoenix	0	flight
show all flights from pittsburgh to san francisco	0	flight
i wish to fly from boston to washington please find an airline for me	0	flight
please list the flights from dallas fort worth to dc baltimore on july twenty third	0	flight
which flights from memphis to tacoma also stop in los angeles	0	flight
show me the flights on tuesday morning from charlotte to baltimore	0	flight
i need 2 first class tickets from dallas fort worth to san francisco	2	airfare
are there any flights from philadelphia to dallas which stop in atlanta	0	flight
flights to baltimore	0	flight
what does mco stand for	8	abbreviation
what is the least expensive way to fly from philadelphia to san francisco	0	flight
list all nonstop flights from los angeles to pittsburgh before 5 pm on tuesday	0	flight
how many booking classes are there	10	quantity
flight numbers from columbus to minneapolis tomorrow	12	flight_no
give me the continental flights from chicago to seattle on friday	0	flight
what are the united airlines flights between baltimore and denver on august twelfth	0	flight
show me the flights next tuesday between philadelphia and san francisco	0	flight
find a flight on american airlines from boston to san francisco that makes a stopover in denver	0	flight
show me the fares on all flights round trip from pittsburgh to oakland	2	airfare
what 's the difference between fare code q and fare code f	8	abbreviation
flights from cincinnati to salt lake city	0	flight
ground transportation denver	4	ground_service
show me flights from denver to washington dc on wednesdays	0	flight
find a flight between denver and oakland the flight should be in the afternoon and arrive close to 5 pm the flight should be nonstop	0	flight
show me all flights from atlanta to washington with prices	0	flight
flights between new york and miami	0	flight
please list the monday morning flights from kansas city to atlanta	0	flight
list all american airlines flights from phoenix to milwaukee which arrive on wednesday after 4 pm	0	flight
what round trip tickets are there from cleveland to miami on us air that arrive before 4 pm	2	airfare
i 'd like to go from boston to denver at 9 o'clock saturday night	0	flight
show me the northwest flights from detroit to st. petersburg	0	flight
what is the available ground transportation between the airport in denver and downtown	4	ground_service
on may four atlanta to denver delta flight 257	0	flight
show me all flights from indianapolis	0	flight
which airlines have flights between philadelphia and pittsburgh	6	airline
which are the flights from denver to baltimore or washington dc	0	flight
list the number of flights leaving boston for dallas fort worth before 9 am in the morning	10	quantity
are there delta flights leaving atlanta	0	flight
can you list all round trip flights from orlando to kansas city and then to minneapolis	0	flight
i would like to find a flight from kansas city to salt lake city on delta and arriving at about 8 o'clock in the evening could you please tell me the aircraft and the flight number thank you	0	flight
i would like a flight from washington to boston leaving at 230 on august twentieth	0	flight
how much is a flight from washington to boston	2	airfare
show me all flights from orlando to san diego on a boeing 737	0	flight
what flights are there on sunday from seattle to minneapolis	0	flight
where is mco	11	city
show me all flights from pittsburgh to atlanta	0	flight
which united airlines flight flies across this continent and leaves from boston goes to dallas and makes a stopover in philadelphia	0	flight
list daily flights of united airline from denver to baltimore with first class service	0	flight
show me flights from pittsburgh to atlanta on monday morning	0	flight
all flights phoenix to sfo	0	flight
i want to travel from washington dc to philadelphia on tuesday morning	0	flight
what is the fare going from atlanta to boston one way on november seventh	2	airfare
is there a flight on american airlines from boston to denver	0	flight
what flights are available from san francisco to pittsburgh on thursday evening	0	flight
do you have an afternoon flight leaving in the afternoon going from boston to san francisco with a stopover in dallas	0	flight
show the flights from pittsburgh to san francisco again on monday	0	flight
show me a list of flights on american airlines from boston to dc on july twenty second	0	flight
now i 'd like flights from philadelphia to pittsburgh leaving between 430 and 530 pm	0	flight
what economy flights are available from dallas to baltimore on december seventeenth	0	flight
please show me flights from san francisco to dallas	0	flight
please show me all the flights from indianapolis to san diego tomorrow	0	flight
what does flight code us mean	0	flight
i would like a flight from denver to pittsburgh	0	flight
what is the flight schedule of the f28 from pittsburgh to baltimore	1	flight_time
looking for a flight from dc to minnesota	0	flight
how many us air flights leave from washington	10	quantity
show me times for flights from san francisco to atlanta	1	flight_time
what flights are there on wednesday evening or thursday morning from denver to sfo	0	flight
how many flights go from dallas to baltimore on july nineteenth	10	quantity
could you show me all the flights from oakland to salt lake city	0	flight
find me a flight from boston to san francisco with layover in denver on united	0	flight
what flights are available between boston and washington arriving in washington at 630	0	flight
show me the airlines between toronto and denver	6	airline
what flights do you have between pittsburgh and atlanta	0	flight
show me the flights from denver to westchester county	0	flight
i need information for a flight from denver to atlanta	0	flight
what is the cheapest flight from boston to atlanta	0	flight
what is the cheapest flight from atlanta to pittsburgh one way	0	flight
show me all overnight flights from washington dc to san francisco and list their fares	0	flight
round trip flights between new york and miami	0	flight
show me the one way flight from detroit to westchester county with the highest fare	0	flight
what flights are there from newark to chicago on continental	0	flight
i 'm trying to make a connection between denver and san francisco does delta airline fly between those two	0	flight
what is the latest us air flight leaving philadelphia and returning to boston	0	flight
what flights does us air have from san francisco to pittsburgh on tuesday	0	flight
can i fly from boston to baltimore washington	0	flight
what is mco	8	abbreviation
flights from las vegas to phoenix	0	flight
i would like to leave around 7 o'clock in the morning	0	flight
show me fares from baltimore to philadelphia	2	airfare
flights from memphis to seattle	0	flight
please show me flights from pittsburgh to atlanta on wednesday morning serving breakfast	0	flight
flights from atlanta august second	0	flight
does american airlines fly from atlanta to philadelphia	0	flight
yes i 'd like a flight from long beach to st. louis by way of dallas	0	flight
i 'd like to know if you have any flights from denver to philadelphia	0	flight
what are the cheapest one way flights from atlanta to denver	0	flight
what is the first flight after 12 noon from washington for denver	0	flight
how many delta flights leave from washington	10	quantity
now list for me only the united flights that flight from oakland to boston	0	flight
from philadelphia to toronto	0	flight
i am interested in a flight on american airlines from dallas to washington	0	flight
what airplane types fly from pittsburgh to baltimore	3	aircraft
what is the yn code	8	abbreviation
i would like the earliest morning flight from atlanta to philadelphia on wednesday morning	0	flight
how many seats in a 100	13	capacity
may i have a listing of flights from long beach to columbus ohio on tuesday	0	flight
what flights leave from phoenix to nashville on american airlines	0	flight
show me all round trips from new york to miami leaving on tuesday	0	flight
list all nonstop flights on sunday from tampa to charlotte	0	flight
list all flights from burbank to denver	0	flight
what are the round trip fares for flights from denver to philadelphia arriving after 1700 on continental	2	airfare
i 'd like to see flights from baltimore to atlanta	0	flight
please show me the flights from las vegas to detroit on the twenty eighth	0	flight
what is ord	8	abbreviation
what type of ground transportation is available between the airport and downtown san francisco	4	ground_service
is the american flight 813 from boston to oakland a nonstop flight	0	flight
give me the flights from washington dc to philadelphia for december second	0	flight
show all connecting flights from pittsburgh to oakland	0	flight
list daily flights from boston to oakland using twa	0	flight
i would like the least expensive airfare flight on sunday to pittsburgh from san francisco	2	airfare
i need a flight from san diego to indianapolis leaving in the afternoon on tuesday	0	flight
can you give me the evening flight on wednesday from washington to atlanta again	0	flight
i would like to book a flight from los angeles to pittsburgh on june first	0	flight
what flights from atlanta to washington	0	flight
show me all flights direct only from boston to san francisco or oakland that arrive before 10 am local time	0	flight
first class round trip airfare from indianapolis to memphis	2	airfare
flights from cincinnati to denver on american airlines	0	flight
list all flights on continental leaving denver on sunday after 2134	0	flight
show me all flights from charlotte	0	flight
show me all nationair flights from toronto	0	flight
what are the fares from newark to la monday and wednesday	2	airfare
show me flights from denver to atlanta on june sixteenth	0	flight
please show me round trip tickets from denver to oakland	2	airfare
list all flights on united from san francisco to boston with fare code qx	0	flight
how many flights does twa have in business class	10	quantity
list all flights going from boston to atlanta after 6 o'clock on wednesday and before 7 o'clock am on thursday	0	flight
show me the flights to love field	0	flight
show me flights from pittsburgh to philadelphia	0	flight
show me the flights from philadelphia to atlanta	0	flight
philadelphia to dallas arriving before 1 in the afternoon	0	flight
i need a flight from tampa to montreal	0	flight
please give me flights leaving san francisco and going to pittsburgh	0	flight
what do you have from philadelphia to dallas on saturday morning	0	flight
flight leaving from oakland to salt lake city	0	flight
tell me about flights on american airlines from dallas fort worth to philadelphia on june twenty ninth	0	flight
list all flights from boston to san francisco with the maximum number of stops	0	flight
are there any flights from atlanta to denver	0	flight
what are the flights dallas to boston on monday morning	0	flight
show me flights leaving from denver colorado to pittsburgh pennsylvania on wednesdays after 5 pm	0	flight
i need flight information between atlanta and boston	0	flight
what are my choices of flights from las vegas to new york	0	flight
what is the cheapest flight from boston to san francisco	0	flight
on continental airlines any class service from san francisco to pittsburgh	0	flight
find the cheapest flight from denver to atlanta with a stopover in pittsburgh	0	flight
what are the lowest one way fares from atlanta to denver	2	airfare
are there any flights from boston to san francisco stopping in denver	0	flight
flights from kansas city to cleveland on wednesday	0	flight
how much is a round trip fare from memphis to seattle	2	airfare
show me the flights into love field	0	flight
i 'd like to fly from philadelphia to dallas through atlanta	0	flight
information on flights from pittsburgh to philadelphia	0	flight
what flights does american airlines fly from philadelphia to dallas	0	flight
i want to travel from kansas city to chicago round trip leaving wednesday june sixteenth arriving in chicago at around 7 o'clock in the evening and returning the next day arriving in kansas city at around 7 o'clock in the evening which airlines fly that route	0	flight
i would like the time of all flights from san francisco to pittsburgh on sunday	1	flight_time
show me ground transportation in dallas please	4	ground_service
are there any nonstop flights leaving from denver arriving in baltimore on july seventh	0	flight
how much does dl 746 cost	2	airfare
what is the earliest flight from boston to san francisco on american airlines	0	flight
please list ground transport in san francisco	4	ground_service
i need a flight from ontario to los angeles on a thursday	0	flight
show me flights from all airports to love field	0	flight
list the flights from pittsburgh to san francisco on thursday	0	flight
what flights are available from denver to baltimore first class on united airlines arriving may seventh before noon	0	flight
which airlines are represented in the database	6	airline
which flight between pittsburgh and baltimore on july nineteenth has the smallest seating capacity	0	flight
list all trans world airline flights from indianapolis to houston that arrive in houston between 1030 am and 1130 am	0	flight
what flights are there from new york city to las vegas	0	flight
is there ground transportation from san diego airport to the downtown area	4	ground_service
shortest morning flights from cincinnati to tampa	0	flight
what 's the last flight from houston to dallas	0	flight
is there a flight from charlotte to newark on tuesday evening	0	flight
what is airline us	6	airline
what 's the lowest round trip fare from dallas to atlanta	2	airfare
find me the earliest flight from boston to atlanta on any day of the week	0	flight
display all flights from boston to baltimore on july thirty first	0	flight
economy fares new york to miami round trip	2	airfare
i need to fly from boston to denver on to san francisco and back	0	flight
i wish to book a flight from pittsburgh to atlanta coach discount fare	0	flight
show me flights to dallas from san francisco and atlanta and pittsburgh	0	flight
tell me distance from orlando airport to the city	7	distance
hi i need to get a flight from memphis to salt lake city departing before 10 am	0	flight
what is the cheapest fare i can get from dallas to denver	2	airfare
i would like a flight from philadelphia to dallas arrive dallas about 12 noon	0	flight
us air next wednesday from cleveland to miami	0	flight
could you please find me the cheapest one way fare from boston to philadelphia	2	airfare
i 'd like a flight from detroit to st. petersburg for tuesday	0	flight
return from miami to new york on tower air on saturdays	0	flight
show me ground transportation in san francisco	4	ground_service
please give me the earliest flight tomorrow from st. petersburg to milwaukee	0	flight
i need ground transportation in dallas please show me what 's available	4	ground_service
what 's fare code yn	8	abbreviation
the cheapest flights from atlanta to philadelphia that arrive after 12 pm on a tuesday	0	flight
is there an early morning delta airlines flight between boston and washington	0	flight
what flights from orlando to tacoma on saturday	0	flight
show me all flights both direct and connecting from dallas fort worth to either san francisco or oakland that depart after 7 pm	0	flight
give me flights from chicago to seattle on saturday morning	0	flight
okay tell me what the earliest flight is that leaves between atlanta and denver	0	flight
i want a flight from toronto to montreal that leaves early friday morning	0	flight
what first class flights are available from denver to baltimore on july twenty fifth 1991	0	flight
show me the airlines from love field	6	airline
what 's the cheapest one way ticket from baltimore to atlanta	2	airfare
a first class flight on american to san francisco on tuesday in the next week	0	flight
what airlines fly between boston and san francisco and stop in denver	6	airline
what 're the flights from new york city to las vegas that arrive on a sunday	0	flight
flights on friday from newark to tampa	0	flight
flights from san francisco august one	0	flight
how many stops on continental 1765 from boston to san francisco	10	quantity
