tokens	ner_tags	text
"['american', 'weekly', 'radio', 'show', 'wait', 'wait...', ""don't"", 'tell', 'me!', 'was', 'started', 'in', '1998', 'on', 'public', 'radio', 'network', 'npr', '.']"	['O', 'O', 'O', 'O', 'B-CW', 'I-CW', 'I-CW', 'I-CW', 'I-CW', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CORP', 'O']	american weekly radio show wait wait... don't tell me! was started in 1998 on public radio network npr .
['hanna', 'died', 'in', 'st.', 'george', 'in', '2019', 'at', 'the', 'age', 'of', '90', '.']	['O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	hanna died in st. george in 2019 at the age of 90 .
['in', 'the', 'winter', 'months', ',', 'snowmobile', 'is', 'also', 'popular', '.']	['O', 'O', 'O', 'O', 'O', 'B-PROD', 'O', 'O', 'O', 'O']	in the winter months , snowmobile is also popular .
['according', 'to', 'the', 'united', 'states', 'census', 'bureau', ',', 'the', 'township', 'has', 'a', 'total', 'area', 'of', ',', 'of', 'which', 'is', 'land', 'and', 'is', 'water', '.']	['O', 'O', 'O', 'B-GRP', 'I-GRP', 'I-GRP', 'I-GRP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	according to the united states census bureau , the township has a total area of , of which is land and is water .
['rotten', 'tomatoes', 'gives', 'it', 'a', '50', '%', 'rotten', 'rating', 'based', 'on', '10', 'reviews', ',', 'with', 'an', 'average', 'rating', 'of', '4.8', '/', '10', '.']	['B-CORP', 'I-CORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	rotten tomatoes gives it a 50 % rotten rating based on 10 reviews , with an average rating of 4.8 / 10 .
['a', 'european', 'union', 'directive', 'which', 'covers', 'high', 'visibility', 'clothing', '.']	['O', 'B-GRP', 'I-GRP', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	a european union directive which covers high visibility clothing .
['the', 'game', 'uses', 'a', 'battery', 'packed', 'random-access', 'memory', 'in', 'order', 'to', 'save', 'progress', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'O', 'O', 'O', 'O', 'O', 'O']	the game uses a battery packed random-access memory in order to save progress .
['in', 'the', 'end', 'the', 'best', 'placed', 'rider', 'was', 'wilfried', 'cretskens', 'who', 'finished', '61st', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O']	in the end the best placed rider was wilfried cretskens who finished 61st .
['modelled', 'for', 'yves', 'saint', 'laurent', ',', 'versace', ',', 'and', 'karl', 'lagerfeld', '.']	['O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'B-CORP', 'O', 'O', 'B-PER', 'I-PER', 'O']	modelled for yves saint laurent , versace , and karl lagerfeld .
['#', 'after', 'exercising', 'and', 'a', 'shower', ',', 'birdman', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CW', 'O']	# after exercising and a shower , birdman .
['the', 'group', 'smith', 'recorded', 'a', 'version', 'on', 'their', '1969', 'debut', 'album', ',', 'sung', 'by', 'gayle', 'mccormick']	['O', 'O', 'B-GRP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER']	the group smith recorded a version on their 1969 debut album , sung by gayle mccormick
['bamboo', ',', 'like', 'wood', ',', 'is', 'a', 'natural', 'composite', 'material', 'with', 'a', 'high', 'strength', 'to', 'weight', 'ratio', 'useful', 'for', 'structures', '.']	['O', 'O', 'O', 'B-PROD', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	bamboo , like wood , is a natural composite material with a high strength to weight ratio useful for structures .
['in', 'previous', 'years', 'he', 'had', 'worked', 'with', 'alex', 'cox', 'on', 'the', 'soundtracks', 'of', 'his', 'films', 'sid', 'and', 'nancy', 'and', 'walker', 'in', '1986', 'and', '1987', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CW', 'I-CW', 'I-CW', 'O', 'B-CW', 'O', 'O', 'O', 'O', 'O']	in previous years he had worked with alex cox on the soundtracks of his films sid and nancy and walker in 1986 and 1987 .
['historian', 'françois', 'furet', 'was', 'originally', 'slated', 'to', 'write', 'the', 'introduction', ',', 'but', 'he', 'died', 'before', 'being', 'able', 'to', 'do', 'so', '.']	['O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	historian françois furet was originally slated to write the introduction , but he died before being able to do so .
['it', 'was', 'broadcast', 'on', 'the', 'channel', 'animal', 'planet', ',', 'with', 'episodes', 'having', 'aired', 'between', '2001', 'and', '2003', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'B-CORP', 'I-CORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	it was broadcast on the channel animal planet , with episodes having aired between 2001 and 2003 .
['the', 'song', 'is', 'featured', 'in', 'the', 'soundtrack', 'of', 'ea', 'sports', 'video', 'game', 'fifa', '17', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CORP', 'I-CORP', 'O', 'O', 'B-CW', 'I-CW', 'O']	the song is featured in the soundtrack of ea sports video game fifa 17 .
['variety', 'suggested', 'that', 'the', 'mid', 'may', 'opening', 'date', 'was', 'overshadowed', 'by', 'the', 'socko', 'b.o.', 'of', 'ip', 'man', '2', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CW', 'I-CW', 'I-CW', 'O']	variety suggested that the mid may opening date was overshadowed by the socko b.o. of ip man 2 .
['a', 'term', 'loan', 'is', 'a', 'monetary', 'loan', 'that', 'is', 'repaid', 'in', 'regular', 'payments', 'over', 'a', 'set', 'period', 'of', 'time', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'B-PROD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	a term loan is a monetary loan that is repaid in regular payments over a set period of time .
['riccardo', 'ghedin', '/', 'stéphane', 'robert', 'def', '.', 'arnaud', 'clément', '/', 'olivier', 'rochus', ',', '6', '–', '2', ',', '5', '–', '7', ',', '[', '10', '–', '7', ']']	['B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	riccardo ghedin / stéphane robert def . arnaud clément / olivier rochus , 6 – 2 , 5 – 7 , [ 10 – 7 ]
['is', 'a', 'juku', 'in', 'tokyo', ',', 'established', 'over', '300', 'years', 'ago', '.']	['O', 'O', 'B-CORP', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	is a juku in tokyo , established over 300 years ago .
['fleur', 'live', 'stenogram', 'and', 'recording', 'at', 'echo', 'of', 'moscow', '(', 'rus', ')']	['O', 'O', 'O', 'O', 'O', 'O', 'B-CORP', 'I-CORP', 'I-CORP', 'O', 'O', 'O']	fleur live stenogram and recording at echo of moscow ( rus )
['refrigerator', ',', 'a', 'device', 'used', 'to', 'cool', 'objects', 'or', 'interior', 'spaces']	['B-PROD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	refrigerator , a device used to cool objects or interior spaces
['in', '1920', ',', 'she', 'accompanied', 'her', 'father', 'to', 'rio', 'de', 'janeiro', 'and', 'são', 'paulo', ',', 'where', 'she', 'was', 'well', 'received', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	in 1920 , she accompanied her father to rio de janeiro and são paulo , where she was well received .
"['oakland', ""'s"", 'defense', ',', 'anchored', 'by', 'defensive', 'end', 'john', 'matuszak', ',', 'was', 'punishing', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O']	oakland 's defense , anchored by defensive end john matuszak , was punishing .
['recipes', 'vary', 'slightly', ',', 'but', 'the', 'dish', 'is', 'basically', 'crème', 'caramel', 'made', 'out', 'of', 'eggs', 'and', 'sweetened', 'milk', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	recipes vary slightly , but the dish is basically crème caramel made out of eggs and sweetened milk .
['afs', 'intercultural', 'programs', 'international', 'youth', 'exchange', 'program', ',', 'founded', 'in', '1915']	['B-GRP', 'I-GRP', 'I-GRP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	afs intercultural programs international youth exchange program , founded in 1915
['the', 'natural', 'and', 'architectural', 'ensemble', 'of', 'stolac']	['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC']	the natural and architectural ensemble of stolac
['all', 'credits', 'are', 'adapted', 'from', 'the', 'liner', 'notes', 'of', 'greatest', 'hits', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'B-CW', 'I-CW', 'O', 'O', 'O', 'O']	all credits are adapted from the liner notes of greatest hits .
['is', 'a', 'tactical', 'role-playing', 'game', 'for', 'the', 'playstation', ',', 'developed', 'and', 'published', 'by', 'namco', '.']	['O', 'O', 'B-CW', 'I-CW', 'I-CW', 'O', 'O', 'B-PROD', 'O', 'O', 'O', 'O', 'O', 'B-CORP', 'O']	is a tactical role-playing game for the playstation , developed and published by namco .
['he', 'is', 'the', 'co', 'founder', 'and', 'president', 'of', 'greentown', 'china', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CORP', 'I-CORP', 'O']	he is the co founder and president of greentown china .
['the', 'philosopher', 'and', 'historian', ',', 'władysław', 'tatarkiewicz', ',', 'was', 'his', 'grandson', '.']	['O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O']	the philosopher and historian , władysław tatarkiewicz , was his grandson .
['jane', 'fonda', '–', 'julia', 'as', 'lillian', 'hellman']	['B-PER', 'I-PER', 'O', 'B-CW', 'O', 'B-PER', 'I-PER']	jane fonda – julia as lillian hellman
['the', 'pair', 'also', 'run', 'a', 'separate', 'podcasting', 'channel', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'B-CW', 'O', 'O']	the pair also run a separate podcasting channel .
['file', ':', 'ヤマハ', 'tricity', '発表会', '.jpg', '|', 'yamaha', 'tricity', '(', '2f3t', ')']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'O', 'O', 'O']	file : ヤマハ tricity 発表会 .jpg | yamaha tricity ( 2f3t )
['he', 'taught', 'this', 'line', 'of', 'work', 'at', 'the', 'accademia', 'albertina', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GRP', 'I-GRP', 'O']	he taught this line of work at the accademia albertina .
['she', 'also', 'meets', 'two', 'versions', 'of', 'jesus', '—', 'a', 'kindly', 'but', 'ineffective', 'young', 'man', ',', 'and', 'another', 'who', 'makes', 'a', 'living', 'by', 'posing', 'for', 'an', 'artist', 'depicting', 'him', 'on', 'a', 'cross', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	she also meets two versions of jesus — a kindly but ineffective young man , and another who makes a living by posing for an artist depicting him on a cross .
['bbc', 'radio', '3', 'has', 'also', 'played', 'their', 'music', 'in', 'mainstream', 'programmes', '.']	['B-CORP', 'I-CORP', 'I-CORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	bbc radio 3 has also played their music in mainstream programmes .
['the', 'club', 'is', 'a', 'member', 'of', 'the', 'galway', 'gaa', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GRP', 'I-GRP', 'O']	the club is a member of the galway gaa .
['after', 'the', 'association', 'of', 'the', 'two', 'newspapers', ',', 'léon', 'nicole', 'served', 'as', 'their', 'editor', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O']	after the association of the two newspapers , léon nicole served as their editor .
['jeanne', 'marni', '(', '1854', '–', '1910', ',', 'france', ')', ',', 'nv', '.', '&', 'pw', '.']	['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	jeanne marni ( 1854 – 1910 , france ) , nv . & pw .
['the', 'vendor', 'members', 'sell', 'street', 'food', 'or', 'other', 'goods', ',', 'such', 'as', 'fresh', 'flowers', 'and', 'toys', '.']	['O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	the vendor members sell street food or other goods , such as fresh flowers and toys .
['it', 'is', 'known', 'from', 'papua', 'new', 'guinea', '.']	['O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O']	it is known from papua new guinea .
['he', 'finished', 'his', 'active', 'career', 'at', 'vejgaard', 'boldspilklub', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'B-GRP', 'I-GRP', 'O']	he finished his active career at vejgaard boldspilklub .
['in', '2001', 'the', 'company', 'was', 'acquired', 'by', 'the', 'chicago', 'bridge', '&', 'iron', 'company', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CORP', 'I-CORP', 'I-CORP', 'I-CORP', 'I-CORP', 'O']	in 2001 the company was acquired by the chicago bridge & iron company .
['members', 'of', 'this', 'genus', 'can', 'be', 'found', 'in', 'eastern', 'nigeria', 'and', 'western', 'and', 'southwestern', 'cameroon', ',', 'equatorial', 'guinea', ',', 'and', 'gabon', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'B-LOC', 'O']	members of this genus can be found in eastern nigeria and western and southwestern cameroon , equatorial guinea , and gabon .
['among', 'these', 'peoples', 'turquoise', 'was', 'used', 'in', 'mosaic', 'inlay', ',', 'in', 'sculptural', 'works', ',', 'and', 'was', 'fashioned', 'into', 'toroidal', 'beads', 'and', 'freeform', 'pendants', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	among these peoples turquoise was used in mosaic inlay , in sculptural works , and was fashioned into toroidal beads and freeform pendants .
['approximately', '2,169', 'developers', 'across', '14', 'studios', 'worked', 'on', 'the', 'last', 'of', 'us', 'part', 'ii', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CW', 'I-CW', 'I-CW', 'I-CW', 'I-CW', 'I-CW', 'O']	approximately 2,169 developers across 14 studios worked on the last of us part ii .
['in', '1613', ',', 'he', 'continued', 'his', 'education', 'at', 'university', 'of', 'basel', '(', 'where', 'his', 'grandfather', 'had', 'also', 'studied', ')', ',', 'in', 'geneva', 'and', 'sedan', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GRP', 'I-GRP', 'I-GRP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O']	in 1613 , he continued his education at university of basel ( where his grandfather had also studied ) , in geneva and sedan .
['in', '2017', ',', 'amy', 'chu', 'began', 'writing', 'the', 'series', '.']	['O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O']	in 2017 , amy chu began writing the series .
['the', 'show', 'makes', 'extensive', 'use', 'of', '1980s', 'popular', 'music', ',', 'including', 'nena', '99', 'luftballons', ',', 'david', 'bowie', ',', 'new', 'order', 'and', 'eurythmics', 'among', 'others', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'B-CW', 'I-CW', 'O', 'B-PER', 'I-PER', 'O', 'B-GRP', 'I-GRP', 'O', 'B-GRP', 'O', 'O', 'O']	the show makes extensive use of 1980s popular music , including nena 99 luftballons , david bowie , new order and eurythmics among others .
['it', 'occupies', 'the', 'former', 'atchison,', 'topeka', 'and', 'santa', 'fe', 'railway', 'depot', ',', 'which', 'was', 'built', 'in', '1903', '.']	['O', 'O', 'O', 'O', 'B-GRP', 'I-GRP', 'I-GRP', 'I-GRP', 'I-GRP', 'I-GRP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	it occupies the former atchison, topeka and santa fe railway depot , which was built in 1903 .
['the', 'following', 'is', 'a', 'list', 'of', 'works', 'about', 'paris', ',', 'france', ':']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O']	the following is a list of works about paris , france :
['parry', 'thomas', 'became', 'chief', 'engineer', 'at', 'leyland', 'motors', ',', 'a', 'company', 'whose', 'main', 'products', 'were', 'commercial', 'vehicles', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'B-CORP', 'I-CORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	parry thomas became chief engineer at leyland motors , a company whose main products were commercial vehicles .
"['comprising', 'several', 'municipalities', 'and', 'urban', 'centres', ',', 'the', 'subregion', ""'s"", 'capital', 'is', 'setúbal', ',', 'and', 'includes', 'several', 'cities', 'including', 'almada', 'and', 'setúbal', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O']	comprising several municipalities and urban centres , the subregion 's capital is setúbal , and includes several cities including almada and setúbal .
['she', 'began', 'working', 'on', 'the', 'series', 'as', 'a', 'producer', 'and', 'screenwriter', 'in', '2007', 'during', 'the', 'series', 'desperate', 'housewives,', 'season', '4', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CW', 'I-CW', 'I-CW', 'I-CW', 'O']	she began working on the series as a producer and screenwriter in 2007 during the series desperate housewives, season 4 .
['these', 'online', 'features', 'were', 'still', 'considered', 'a', 'breakthrough', 'in', 'video', 'games', ',', 'but', 'the', 'competing', 'playstation', '2', 'did', 'not', 'ship', 'with', 'a', 'built', 'in', 'network', 'adapter', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	these online features were still considered a breakthrough in video games , but the competing playstation 2 did not ship with a built in network adapter .
['during', 'his', 'childhood', ',', 'he', 'accompanied', 'his', 'father', 'to', 'meetings', 'of', 'alcoholics', 'anonymous', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GRP', 'I-GRP', 'O']	during his childhood , he accompanied his father to meetings of alcoholics anonymous .
['when', 'he', 'was', 'freed', ',', 'he', 'rushed', 'to', 'the', 'court', 'of', 'charles', 'v', 'of', 'france', 'to', 'renew', 'his', 'allegiance', 'and', 'rejoin', 'bertrand', 'du', 'guesclin', 'troops', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O']	when he was freed , he rushed to the court of charles v of france to renew his allegiance and rejoin bertrand du guesclin troops .
['it', 'was', 'released', 'on', 'the', 'same', 'day', 'as', 'lil', 'wayne', 'album', 'tha', 'carter', 'iii', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-CW', 'I-CW', 'I-CW', 'O']	it was released on the same day as lil wayne album tha carter iii .
['character', 'has', 'an', 'unlockable', 'alternate', 'livery', '.']	['O', 'O', 'O', 'O', 'O', 'B-PROD', 'O']	character has an unlockable alternate livery .
"['it', ""'s"", 'also', 'seen', 'in', 'toy', 'story', '2', 'and', 'a', 'trailer', 'for', 'toy', 'story', '3']"	['O', 'O', 'O', 'O', 'O', 'B-CW', 'I-CW', 'I-CW', 'O', 'O', 'O', 'O', 'B-CW', 'I-CW', 'I-CW']	it 's also seen in toy story 2 and a trailer for toy story 3
['malcolm', 'todd', ',', '73', ',', 'historian', 'and', 'archaeologist', '.']	['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	malcolm todd , 73 , historian and archaeologist .
['the', 'club', 'moved', 'out', 'of', 'the', 'city', 'to', 'its', 'current', 'location', 'on', 'ellicott', 'creek', 'in', '1928', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O']	the club moved out of the city to its current location on ellicott creek in 1928 .
['liu', 'wanting', 'sun', 'shengnan', '6', '–', '7', '(', '1', '–', '7', ')', ',', '6', '–', '3', ',', '[', '10', '–', '7', ']']	['B-PER', 'I-PER', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	liu wanting sun shengnan 6 – 7 ( 1 – 7 ) , 6 – 3 , [ 10 – 7 ]
['while', 'auditioning', 'for', 'television', 'and', 'film', 'roles', ',', 'she', 'worked', 'on', 'theatre', 'productions', 'of', 'romeo', 'and', 'juliet', 'and', 'arsenic', 'and', 'old', 'lace', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GRP', 'O', 'O', 'B-CW', 'I-CW', 'I-CW', 'O', 'B-CW', 'I-CW', 'I-CW', 'I-CW', 'O']	while auditioning for television and film roles , she worked on theatre productions of romeo and juliet and arsenic and old lace .
['the', 'road', 'fighting', 'championship', 'bantamweight', 'division', ',', 'with', 'upper', 'limit', 'at', '135.6', 'lb', '(', '61.5', 'kg', ')']	['O', 'B-CORP', 'I-CORP', 'I-CORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	the road fighting championship bantamweight division , with upper limit at 135.6 lb ( 61.5 kg )
['exclaim!', ',', 'reviewing', 'the', 'reissue', ',', 'called', 'it', 'a', 'dopey', 'and', 'young', 'record', 'that', 'basically', 'defies', 'serious', 'criticism', '.']	['B-CW', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	exclaim! , reviewing the reissue , called it a dopey and young record that basically defies serious criticism .
['eliot', 'graduated', 'from', 'the', 'yale', 'university', '(', 'later', 'known', 'as', 'yale', 'college', ')', 'in', '1706', '.']	['O', 'O', 'O', 'O', 'B-GRP', 'I-GRP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	eliot graduated from the yale university ( later known as yale college ) in 1706 .
