tokens	ner_tags	text
['GREEK', 'SOCIALISTS', 'GIVE', 'GREEN', 'LIGHT', 'TO', 'PM', 'FOR', 'ELECTIONS', '.']	['B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	GREEK SOCIALISTS GIVE GREEN LIGHT TO PM FOR ELECTIONS .
['Prime', 'Minister', 'Costas', 'Simitis', 'is', 'going', 'to', 'make', 'an', 'official', 'announcement', 'after', 'a', 'cabinet', 'meeting', 'later', 'on', 'Thursday', ',', 'said', 'Skandalidis', '.']	['O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O']	Prime Minister Costas Simitis is going to make an official announcement after a cabinet meeting later on Thursday , said Skandalidis .
['--', 'Dimitris', 'Kontogiannis', ',', 'Athens', 'Newsroom', '+301', '3311812-4']	['O', 'B-PER', 'I-PER', 'O', 'B-ORG', 'I-ORG', 'O', 'O']	-- Dimitris Kontogiannis , Athens Newsroom +301 3311812-4
['LONDON', '1996-08-22']	['B-LOC', 'O']	LONDON 1996-08-22
['GOV', 'LAW', 'GERMAN', 'HOME', 'CTRY', '=', 'TAX', 'PROVS', 'STANDARD']	['O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O']	GOV LAW GERMAN HOME CTRY = TAX PROVS STANDARD
['NOTES', 'BAYERISCHE', 'VEREINSBANK', 'IS', 'JOINT', 'LEAD', 'MANAGER']	['O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O']	NOTES BAYERISCHE VEREINSBANK IS JOINT LEAD MANAGER
['Venantius', 'sets', '$', '300', 'million', 'January', '1999', 'FRN', '.']	['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	Venantius sets $ 300 million January 1999 FRN .
['BORROWER', 'VENANTIUS', 'AB', '(', 'SWEDISH', 'NATIONAL', 'MORTGAGE', 'AGENCY', ')']	['O', 'B-ORG', 'I-ORG', 'O', 'B-MISC', 'O', 'O', 'O', 'O']	BORROWER VENANTIUS AB ( SWEDISH NATIONAL MORTGAGE AGENCY )
['TYPE', 'FRN', 'BASE', '3M', 'LIBOR', 'PAY', 'DATE', 'S23.SEP.96']	['O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O']	TYPE FRN BASE 3M LIBOR PAY DATE S23.SEP.96
['LISTING', 'LONDON', 'DENOMS', '(', 'K', ')', '1-10-100', 'SALE', 'LIMITS', 'US', '/', 'UK', '/', 'JP', '/', 'FR']	['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC']	LISTING LONDON DENOMS ( K ) 1-10-100 SALE LIMITS US / UK / JP / FR
['GOV', 'LAW', 'ENGLISH', 'HOME', 'CTRY', 'SWEDEN', 'TAX', 'PROVS', 'STANDARD']	['O', 'O', 'B-MISC', 'O', 'O', 'B-LOC', 'O', 'O', 'O']	GOV LAW ENGLISH HOME CTRY SWEDEN TAX PROVS STANDARD
['--', 'London', 'Newsroom', '+44', '171', '542', '8863']	['O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O']	-- London Newsroom +44 171 542 8863
['Port', 'conditions', 'update', '-', 'Syria', '-', 'Lloyds', 'Shipping', '.']	['O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-ORG', 'I-ORG', 'O']	Port conditions update - Syria - Lloyds Shipping .
['Israel', 'plays', 'down', 'fears', 'of', 'war', 'with', 'Syria', '.']	['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']	Israel plays down fears of war with Syria .
['Colleen', 'Siegel']	['B-PER', 'I-PER']	Colleen Siegel
"['Israel', ""'s"", 'outgoing', 'peace', 'negotiator', 'with', 'Syria', 'said', 'on', 'Thursday', 'current', 'tensions', 'between', 'the', 'two', 'countries', 'appeared', 'to', 'be', 'a', 'storm', 'in', 'a', 'teacup', '.']"	['B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	Israel 's outgoing peace negotiator with Syria said on Thursday current tensions between the two countries appeared to be a storm in a teacup .
['But', 'it', 'slammed', 'Damascus', 'for', 'creating', 'what', 'it', 'called', 'a', 'dangerous', 'atmosphere', '.']	['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	But it slammed Damascus for creating what it called a dangerous atmosphere .
['Syria', 'accused', 'Israel', 'on', 'Wednesday', 'of', 'launching', 'a', 'hysterical', 'campaign', 'against', 'it', 'after', 'Israeli', 'television', 'reported', 'that', 'Damascus', 'had', 'recently', 'test', 'fired', 'a', 'missile', '.']	['B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	Syria accused Israel on Wednesday of launching a hysterical campaign against it after Israeli television reported that Damascus had recently test fired a missile .
"['""', 'The', 'message', 'that', 'we', 'sent', 'to', '(', 'Syrian', 'President', 'Hafez', 'al-', ')', 'Assad', 'is', 'that', 'Israel', 'is', 'ready', 'at', 'any', 'time', 'without', 'preconditions', 'to', 'enter', 'peace', 'negotiations', ',', '""', 'Israeli', 'Foreign', 'Minister', 'David', 'Levy', 'told', 'Israel', 'Radio', 'in', 'an', 'interview', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'B-PER', 'I-PER', 'O', 'B-PER', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O']	""" The message that we sent to ( Syrian President Hafez al- ) Assad is that Israel is ready at any time without preconditions to enter peace negotiations , "" Israeli Foreign Minister David Levy told Israel Radio in an interview ."
"['this', 'artificial', 'atmosphere', 'is', 'very', 'dangerous', 'because', 'those', 'who', 'spread', 'it', 'could', 'become', 'its', 'prisoners', ',', '""', 'Levy', 'said', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O']	"this artificial atmosphere is very dangerous because those who spread it could become its prisoners , "" Levy said ."
"['""', 'We', 'expect', 'from', 'Syria', ',', 'if', 'its', 'face', 'is', 'to', 'peace', ',', 'that', 'it', 'will', 'answer', 'Israel', ""'s"", 'message', 'to', 'enter', 'peace', 'negotiations', 'because', 'that', 'is', 'our', 'goal', ',', '""', 'he', 'said', '.', '""']"	['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	""" We expect from Syria , if its face is to peace , that it will answer Israel 's message to enter peace negotiations because that is our goal , "" he said . """
"['Netanyahu', 'and', 'Levy', ""'s"", 'spokesmen', 'said', 'they', 'could', 'not', 'confirm', 'it', '.']"	['B-PER', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	Netanyahu and Levy 's spokesmen said they could not confirm it .
['The', 'television', 'also', 'said', 'that', 'Netanyahu', 'had', 'sent', 'messages', 'to', 'reassure', 'Syria', 'via', 'Cairo', ',', 'the', 'United', 'States', 'and', 'Moscow', '.']	['O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'O']	The television also said that Netanyahu had sent messages to reassure Syria via Cairo , the United States and Moscow .
['Polish', 'diplomat', 'denies', 'nurses', 'stranded', 'in', 'Libya', '.']	['B-MISC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']	Polish diplomat denies nurses stranded in Libya .
['He', 'said', 'that', 'there', 'are', 'an', 'estimated', '800', 'Polish', 'nurses', 'working', 'in', 'Libya', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'B-LOC', 'O']	He said that there are an estimated 800 Polish nurses working in Libya .
['BAGHDAD', '1996-08-22']	['B-LOC', 'O']	BAGHDAD 1996-08-22
"['An', 'Iranian', 'exile', 'group', 'based', 'in', 'Iraq', 'vowed', 'on', 'Thursday', 'to', 'extend', 'support', 'to', 'Iran', ""'s"", 'Kurdish', 'rebels', 'after', 'they', 'were', 'attacked', 'by', 'Iranian', 'troops', 'deep', 'inside', 'Iraq', 'last', 'month', '.']"	['O', 'B-MISC', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O']	An Iranian exile group based in Iraq vowed on Thursday to extend support to Iran 's Kurdish rebels after they were attacked by Iranian troops deep inside Iraq last month .
"['A', 'Mujahideen', 'Khalq', 'statement', 'said', 'its', 'leader', 'Massoud', 'Rajavi', 'met', 'in', 'Baghdad', 'the', 'Secretary-General', 'of', 'the', 'Kurdistan', 'Democratic', 'Party', 'of', 'Iran', '(', 'KDPI', ')', 'Hassan', 'Rastegar', 'on', 'Wednesday', 'and', 'voiced', 'his', 'support', 'to', 'Iran', ""'s"", 'rebel', 'Kurds', '.']"	['O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-MISC', 'O']	A Mujahideen Khalq statement said its leader Massoud Rajavi met in Baghdad the Secretary-General of the Kurdistan Democratic Party of Iran ( KDPI ) Hassan Rastegar on Wednesday and voiced his support to Iran 's rebel Kurds .
"['A', 'spokesman', 'for', 'the', 'group', 'said', 'the', 'meeting', '""', 'signals', 'a', 'new', 'level', 'of', 'cooperation', 'between', 'Mujahideen', 'Khalq', 'and', 'the', 'Iranian', 'Kurdish', 'oppositions', '""', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O']	"A spokesman for the group said the meeting "" signals a new level of cooperation between Mujahideen Khalq and the Iranian Kurdish oppositions "" ."
['Iraqi', 'Kurdish', 'areas', 'bordering', 'Iran', 'are', 'under', 'the', 'control', 'of', 'guerrillas', 'of', 'the', 'Iraqi', 'Kurdish', 'Patriotic', 'Union', 'of', 'Kurdistan', '(', 'PUK', ')', 'group', '.']	['B-MISC', 'I-MISC', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'O', 'O', 'O']	Iraqi Kurdish areas bordering Iran are under the control of guerrillas of the Iraqi Kurdish Patriotic Union of Kurdistan ( PUK ) group .
['Clashes', 'between', 'the', 'two', 'parties', 'broke', 'out', 'at', 'the', 'weekend', 'in', 'the', 'most', 'serious', 'fighting', 'since', 'a', 'U.S.-sponsored', 'ceasefire', 'last', 'year', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O']	Clashes between the two parties broke out at the weekend in the most serious fighting since a U.S.-sponsored ceasefire last year .
['Mujahideen', 'Khalq', 'said', 'Iranian', 'troops', 'had', 'also', 'been', 'shelling', 'KDP', 'positions', 'in', 'Qasri', 'region', 'in', 'Suleimaniya', 'province', 'near', 'the', 'Iranian', 'border', 'over', 'the', 'last', 'two', 'days', '.']	['B-ORG', 'I-ORG', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	Mujahideen Khalq said Iranian troops had also been shelling KDP positions in Qasri region in Suleimaniya province near the Iranian border over the last two days .
['A', 'U.S.-led', 'air', 'force', 'in', 'southern', 'Turkey', 'protects', 'Iraqi', 'Kurds', 'from', 'possible', 'attacks', 'by', 'Baghdad', 'troops', '.']	['O', 'B-MISC', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O']	A U.S.-led air force in southern Turkey protects Iraqi Kurds from possible attacks by Baghdad troops .
['Saudi', 'riyal', 'rates', 'steady', 'in', 'quiet', 'summer', 'trade', '.']	['B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	Saudi riyal rates steady in quiet summer trade .
"['""', 'There', 'were', 'no', 'changes', 'in', 'Saudi', 'riyal', 'rates', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O']	""" There were no changes in Saudi riyal rates ."
['One-year', 'funds', 'were', 'at', 'six', ',', '5-7/8', 'percent', '.']	['B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	One-year funds were at six , 5-7/8 percent .
"['Israel', 'approves', 'Arafat', ""'s"", 'flight', 'to', 'West', 'Bank', '.']"	['B-LOC', 'O', 'B-PER', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O']	Israel approves Arafat 's flight to West Bank .
['JERUSALEM', '1996-08-22']	['B-LOC', 'O']	JERUSALEM 1996-08-22
