How old was Beyoncé when she won a school talent show?	56d443ef2ccc5a1400d830dd
What choir did Beyoncé sing in for two years?	56d443ef2ccc5a1400d830df
Who decided to place Beyonce's group in Star Search the talent show?	56be8bab3aeaaa14008c909f
In 1995, who decided to manage the girls singing group?	56be8bab3aeaaa14008c90a0
Who was the first record label to give the girls a record deal?	56be8bab3aeaaa14008c90a1
Who brought Beyonce to California and enter her group in Star Search?	56bf79c73aeaaa14008c966d
In what year did Beyonce's father quit his job to manage her group?	56bf79c73aeaaa14008c966e
What large record company recorded Beyonce's group's first album?	56bf79c73aeaaa14008c966f
What record company first signed Beyonce's group and later cut them?	56bf79c73aeaaa14008c9670
At what age did Beyonce meet LaTavia Robertson?	56bf79c73aeaaa14008c9671
How old was Beyoncé when she met LaTavia Roberson?	56d45abf2ccc5a1400d830e5
What was the name of the first group Beyoncé was a part of?	56d45abf2ccc5a1400d830e6
Who placed Girl's Tyme in Star Search?	56d45abf2ccc5a1400d830e7
When did Beyoncé begin to manage the girl group?	56d45abf2ccc5a1400d830e8
Who signed the girl group on October 5, 1995?	56d45abf2ccc5a1400d830e9
Which film featured Destiny's Child's first major single?	56be8c8a3aeaaa14008c90a9
For which song, did Destiny's Child take home the grammy award for best R&B performance?	56be8c8a3aeaaa14008c90ab
"Who did Beyonce record with for the movie ""The Best Man?"""	56be8c8a3aeaaa14008c90ac
Beyonce's group changed their name to Destiny's Child in what year?	56bf7cb63aeaaa14008c9677
The name Destiny's Child was based on a quote in which book of the Bible?	56bf7cb63aeaaa14008c9678
"Debut song, ""Killing Time"" was featured on what movie's sound track?"	56bf7cb63aeaaa14008c9679
What song won Best R&B Performance in the 43 Annual Grammy Awards?	56bf7cb63aeaaa14008c967a
"What singer did Beyonce record a song with for the movie, ''The Best Man""?"	56bf7cb63aeaaa14008c967b
Where did Destiny's Child get their name from?	56d45fcb2ccc5a1400d830f9
Destiny's Child song, Killing Time, was included in which film's soundtrack?	56d45fcb2ccc5a1400d830fa
What was Destiny's Child's first major song hit?	56d45fcb2ccc5a1400d830fb
When did Destiny's Child release their second album?	56d45fcb2ccc5a1400d830fc
"Who did Beyoncé sing a duet with for ""The Best Man"" film?"	56d45fcb2ccc5a1400d830fd
What mental health issue did Beyonce go through?	56be8d423aeaaa14008c90b2
What event occured after she was publicly criticized?	56be8d423aeaaa14008c90b3
Who supported Beyonce through her depression?	56be8d423aeaaa14008c90b6
What event caused Beyonce's depression?	56bf7e603aeaaa14008c9681
How long was Beyonce depressed?	56bf7e603aeaaa14008c9682
Who helped Beyonce fight her depression the most?	56bf7e603aeaaa14008c9685
Who replaced Luckett and Roberson in Destiny's Child?	56d462f82ccc5a1400d8311f
Who was blamed for Luckett and Roberson leaving Destiny's Child?	56d462f82ccc5a1400d83120
Who helped Beyoncé overcome her depression during the years following the Destiny's Child split?	56d462f82ccc5a1400d83121
Which newest member was removed from Destiny's Child?	56d462f82ccc5a1400d83123
"""Charlie's Angels"" featured which single from the band members?"	56be8e353aeaaa14008c90c6
"How many weeks did their single ""Independent Women Part I"" stay on top?"	56be8e353aeaaa14008c90c7
For what network, did Beyonce land a major movie role in?	56be8e353aeaaa14008c90c8
Their third album, Survivor, sold how many during its first week?	56be8e353aeaaa14008c90c9
What French composer wrote the original opera ''Carmen'' in the 19th century?	56bf89cfa10cfb1400551162
What album caused a lawsuit to be filed in 2001?	56bf89cfa10cfb1400551163
Independent Women Part I was on which 2000 film's soundtrack?	56d4831f2ccc5a1400d83154
Which film did Beyoncé star in 2001 with Mekhi Phifer?	56d4831f2ccc5a1400d83155
What was the name of Destiny Child's third album?	56d4831f2ccc5a1400d83156
Who filed a lawsuit over Survivor?	56d4831f2ccc5a1400d83157
When did Destiny's Child announce their hiatus?	56d4831f2ccc5a1400d83158
"Who did Beyonce star with in the movie, ""Austin Powers in Goldmember""?"	56be8fdf3aeaaa14008c90da
"Which three countries did Beyonce's song ""Work It Out"" achieve top ten status?"	56be8fdf3aeaaa14008c90db
Beyonce starred with Cuba Gooding Jr. in which film?	56be8fdf3aeaaa14008c90dc
"Who did Beyonce record the lead single with in the movie ""The Fighting Temptations""?"	56be8fdf3aeaaa14008c90dd
Which other song from the soundtrack did better in the charts?	56be8fdf3aeaaa14008c90de
What film did Beyonce appear in with Mike Myers?	56bf8c8aa10cfb140055116b
"What large amount did the movie ""Goldmember"" gross?"	56bf8c8aa10cfb140055116c
What genre of movie did Beyonce star in with Cuba Gooding, Jr?	56bf8c8aa10cfb140055116d
What song was the lead single from the film's sound track?	56bf8c8aa10cfb140055116e
How did the critics view the movie, ''The Fighting Temptations''?	56bf8c8aa10cfb140055116f
What film did Beyoncé star in with Mike Myers in 2002?	56d484312ccc5a1400d8315e
What was Beyoncé's character called in Austin Powers in Goldmember?	56d484312ccc5a1400d8315f
Which song did Beyoncé release as the lead single for Austin Powers in Goldmember's soundtrack?	56d484312ccc5a1400d83160
What musical comedy did Beyoncé star in along with Cuba Gooding, Jr. in 2003?	56d484312ccc5a1400d83161
What song did Beyoncé release as the lead single from The Fighting Tempations?	56d484312ccc5a1400d83162
What was the highest Beyonce's first solo recording achieved in the Billboard Hot 100?	56be90ee3aeaaa14008c90e4
Beyonce's first album by herself was called what?	56be90ee3aeaaa14008c90e5
"How many has ""Dangerously in Love"" sould worldwide since its debut?"	56be90ee3aeaaa14008c90e6
Beyonce's first number one song was which song?	56be90ee3aeaaa14008c90e7
How many top five singles came from her first album?	56be90ee3aeaaa14008c90e8
Beyonce's first solo album in the U.S. with what artist in the lead single?	56bf8fc1a10cfb1400551175
What solo album did Beyonce release in 2003?	56bf8fc1a10cfb1400551176
 The album, Dangerously in Love  achieved what spot on the Billboard Top 100 chart?	56bf8fc1a10cfb1400551177
"""The Closer I get to You"" was recorded with which artist?"	56bf8fc1a10cfb1400551178
Which artist was associated with Beyoncé's premiere solo recording?	56d4b9702ccc5a1400d83172
When did Beyoncé release her first solo album?	56d4b9702ccc5a1400d83173
What is the lead single on Beyoncé's first album?	56d4b9702ccc5a1400d83174
Who helped Beyoncé earn a Grammy award for Best R&B Performance by a Duo or Group at the 46th annual Grammy Awards?	56d4b9702ccc5a1400d83175
How many awards did Beyoncé win at the 46th Grammy's Awards?	56d4b9702ccc5a1400d83176
Destiny's Child's final album was named what?	56be91b23aeaaa14008c90f0
Destiny's Child got a star on the Hollywood Walk of Fame in what year?	56be91b23aeaaa14008c90f2
In what year did Beyonce embark on her Dangerously in Love tour of Europe?	56bf91c6a10cfb140055117f
What was the name of the final album of Destiny's Child?	56bf91c6a10cfb1400551181
It was announced that Destiny's Child would  disban in what European city?	56bf91c6a10cfb1400551182
When did Destiny's Child get their star on the Hollywood Walk of Fame?	56bf91c6a10cfb1400551183
What was the name of Beyoncé's European start that started in November 2003?	56d4baf92ccc5a1400d8317c
Who did Beyoncé tour with for the Verizon Lades First Tour?	56d4baf92ccc5a1400d8317d
What major event did Beyoncé perform at on February 1, 2004?	56d4baf92ccc5a1400d8317e
What is the name of the final studio album from Destiny's Child?	56d4baf92ccc5a1400d8317f
How many albums did Beyonce sell in the first week when she released her second album?	56be932e3aeaaa14008c90f9
The lead single from the album was which song?	56be932e3aeaaa14008c90fa
"How many countries did her song ""Irreplaceable"" get number one status in?"	56be932e3aeaaa14008c90fb
How many singles did her second album produce?	56be932e3aeaaa14008c90fc
What birthday did Beyonce's album B'Day celebrate?	56bf940da10cfb1400551189
"What artist did Beyonce duet with in the single, ""Deja Vu''?"	56bf940da10cfb140055118a
How high did ''Deja Vu'' climb on the Billboard chart?	56bf940da10cfb140055118b
What is the name of Beyoncé's second album?	56d4bc642ccc5a1400d83190
How many copies did B'Day sell during the first week of its release?	56d4bc642ccc5a1400d83191
Who collaborated with Beyoncé on the single, Deja Vu?	56d4bc642ccc5a1400d83192
Which single from B'Day was only released in the U.K.?	56d4bc642ccc5a1400d83193
What movie did Beyonce act in 2006?	56be94703aeaaa14008c9102
Her second movie Beyonce did was what film?	56be94703aeaaa14008c9103
"The single, ""Listen"" was featured in which movie?"	56be94703aeaaa14008c9104
Beyonce's first world tour was when?	56be94703aeaaa14008c9105
How much money did Beyonce's tour make in 2007?	56be94703aeaaa14008c9106
How many millions of dollars did ''The Pink Panther'' gross world-wide?	56bf95eaa10cfb1400551194
What did Beyonce call her first concert tour?	56bf95eaa10cfb1400551195
Who was Beyonce's duet with in ''Beautiful Liar''?	56bf95eaa10cfb1400551196
Which film did Beyoncé star with Steve Martin in?	56d4bd272ccc5a1400d831a0
Beyoncé's role in Dreamgirls was based on what pop singer?	56d4bd272ccc5a1400d831a1
What was the lead single for the Dreamgirls soundtrack?	56d4bd272ccc5a1400d831a2
What was the name of Beyoncé's first international tour?	56d4bd272ccc5a1400d831a3
What pop singer did a duet with Beyoncé on Beautiful Liar?	56d4bd272ccc5a1400d831a4
Beyonce got married in 2008 to whom?	56be95823aeaaa14008c910c
"Her third album, ""I am...Sasha Fierce"" was released when?"	56be95823aeaaa14008c910d
For which decade, did Beyonce have more top ten songs than any other woman?	56be95823aeaaa14008c910e
Which singer beat out Beyonce for best video performance?	56be95823aeaaa14008c910f
In 2009, Beyonce started her second world tour and grossed how much money?	56be95823aeaaa14008c9110
How did she reveal the marriage?	56bf97aba10cfb140055119e
When did Beyonce begin her second world tour?	56bf97aba10cfb140055119f
Who beat out Beyonce for Best Female Video ?	56bf97aba10cfb14005511a0
How much did the second world tour make in dollars?	56bf97aba10cfb14005511a1
When did Beyoncé get married?	56d4bf242ccc5a1400d831be
Who did Beyoncé marry?	56d4bf242ccc5a1400d831bf
Who is Beyoncé's alter ego?	56d4bf242ccc5a1400d831c0
The video for what song won Beyoncé the 2009 MTV Video of the Year award?	56d4bf242ccc5a1400d831c1
Which prominent star felt the 2009 Female Video of the Year award should have went to Beyoncé instead of Taylor Swift?	56d4bf242ccc5a1400d831c2
Beyonce portrayed which character in the film, Cadillac Records?	56be96653aeaaa14008c9116
Beyonce gave her entire salary from Cadillac Records to which organization?	56be96653aeaaa14008c9117
Which song did Beyonce sing at the first couple's inaugural ball? 	56be96653aeaaa14008c9118
What genre of film was the movie, Obsessed, in which Beyonce starred in?	56be96653aeaaa14008c9119
A fight scene from the movie, Obsessed, won which award for Beyonce?	56be96653aeaaa14008c911a
Where did Beyonce donate her salary from the movie Cadillac Records?	56bf99aca10cfb14005511a7
What thriller film did Beyonce star in?	56bf99aca10cfb14005511a9
What was the name of the woman she played in Obsessed?	56bf99aca10cfb14005511aa
How much more that the buget did the film gross?	56bf99aca10cfb14005511ab
Which singer did Beyoncé portray in Cadillac Records?	56d4c0452ccc5a1400d831c8
Which organization received Beyoncé's entire Cadillac Records salary?	56d4c0452ccc5a1400d831c9
Where did Beyoncé perform on January 20, 2009?	56d4c0452ccc5a1400d831ca
Which thriller film did Beyoncé star in with Ali Larter?	56d4c0452ccc5a1400d831cb
How many awards was Beyonce nominated for at the 52nd Grammy Awards?	56be973d3aeaaa14008c9120
Beyonce tied with which artist for most nominations by a female artist?	56be973d3aeaaa14008c9121
In 2010, Beyonce worked with which other famous singer?	56be973d3aeaaa14008c9122
"How many number one singles did Beyonce now have after the song ""Telephone""?"	56be973d3aeaaa14008c9123
Beyonce tied who for most number one singles by a female?	56be973d3aeaaa14008c9124
Beyonce received how many nominations at the 52nd Annual Grammy Awards?	56bf9b57a10cfb14005511b1
What song was the sixth first place song for Beyonce?	56bf9b57a10cfb14005511b2
Who else appeared with Beyonce in Telephone?	56bf9b57a10cfb14005511b3
Who did they tie with for six top songs?	56bf9b57a10cfb14005511b4
Who did Beyonce tie with for the most nominations in a year?	56bf9b57a10cfb14005511b5
How many nominations did Beyoncé receive at the 52nd Grammy Awards ceremony?	56d4c1452ccc5a1400d831dc
Who did Beyoncé tie with for the most Grammy nominations for female artists?	56d4c1452ccc5a1400d831de
Beyoncé was a featured artist on which singer's hit, Telephone?	56d4c1452ccc5a1400d831df
Who did Beyoncé and Lady Gaga tie with for the most number one hits since 1992?	56d4c1452ccc5a1400d831e0
Beyonce would take a break from music in which year?	56be97c73aeaaa14008c912a
Which year did Beyonce and her father part business ways?	56be97c73aeaaa14008c912b
Which famous landmark did Beyonce see in China?	56be97c73aeaaa14008c912e
In what year did Beyonce have her hiatus?	56bf9c70a10cfb14005511bb
Who inspired this hiatus?	56bf9c70a10cfb14005511bc
When did she stop using her father as a manager?	56bf9c70a10cfb14005511bd
How long did the hiatus last?	56bf9c70a10cfb14005511bf
What did Beyoncé announce in January 2010?	56d4c1c12ccc5a1400d831e6
Who suggested the hiatus for Beyoncé?	56d4c1c12ccc5a1400d831e7
Who did Beyoncé part ways with during her hiatus?	56d4c1c12ccc5a1400d831e8
How long did her hiatus last?	56d4c1c12ccc5a1400d831e9
In which year was reports about Beyonce performing for Muammar Gaddafi surface?	56be99b53aeaaa14008c913e
Who did Beyonce donate the money to earned from her shows?	56be99b53aeaaa14008c913f
Beyonce became the first female artist to perform solo in 20 years at which stage?	56be99b53aeaaa14008c9140
Which organization did Beyonce's spokespeople confirm her donations to?	56be99b53aeaaa14008c9141
Beyonce was listed in 2011 as the highest paid performer per what?	56be99b53aeaaa14008c9142
Hoe did everyone learn that Beyonce performed for Kaddafi?	56bf9dbda10cfb14005511c5
When did this leak happen?	56bf9dbda10cfb14005511c6
Who did she tell about the donation?	56bf9dbda10cfb14005511c8
Where did Beyonce perform in 2011?	56bf9dbda10cfb14005511c9
Who did Beyoncé perform privately for in 2011?	56d4c2b22ccc5a1400d831f2
Who released the information about Beyoncé's performance for the Libyan ruler?	56d4c2b22ccc5a1400d831f3
Which organization did Beyoncé donate her pay for the private performance to?	56d4c2b22ccc5a1400d831f4
Beyoncé was the first female singer to headline what at the 2011 Glastonbury Festival?	56d4c2b22ccc5a1400d831f5
Beyonce's fourth album debuted in what year?	56be9add3aeaaa14008c9152
Which single had the most success from that album?	56be9add3aeaaa14008c9153
Beyonce won an award for which activity in 2011?	56be9add3aeaaa14008c9155
in 2011, Beyonce performed for four nights where?	56be9add3aeaaa14008c9156
When was Beyonce's forth album released?	56bf9f6aa10cfb14005511cf
How many copies did the album sell in its first week?	56bf9f6aa10cfb14005511d0
Who awarded Beyonce and award for writing?	56bf9f6aa10cfb14005511d2
When did she perform at the Roseland ballroom?	56bf9f6aa10cfb14005511d3
What is the name of Beyoncé's fourth studio album?	56d4c4532ccc5a1400d83204
When was 4 released?	56d4c4532ccc5a1400d83205
How many copies of 4 sold in the first week?	56d4c4532ccc5a1400d83206
What magazine did Beyoncé write a story for about her earlier hiatus?	56d4c4532ccc5a1400d83207
Where did Beyoncé perform for four nights of standing room only concerts in 2011?	56d4c4532ccc5a1400d83208
When did Beyonce have her first child?	56be9bb83aeaaa14008c915c
Where did Beyonce give birth to her first child?	56be9bb83aeaaa14008c915d
Beyonce's first child is named what?	56be9bb83aeaaa14008c915e
Her first appearance performing since giving birth was where?	56be9bb83aeaaa14008c9160
When did Beyonce have her first child?	56bfa087a10cfb14005511d9
What was the child's name?	56bfa087a10cfb14005511da
How long was it after the birth of her child before she performed again?	56bfa087a10cfb14005511dc
How many nights did she perform at Atlantic City?	56bfa087a10cfb14005511dd
When did Beyoncé give birth to a daughter?	56d4c4e72ccc5a1400d83218
What did Beyoncé name her daughter?	56d4c4e72ccc5a1400d83219
Where was Blue Ivy born?	56d4c4e72ccc5a1400d8321a
Where was Beyoncé's first public performance after giving birth?	56d4c4e72ccc5a1400d8321b
How many nights did Beyoncé play at the resort?	56d4c4e72ccc5a1400d8321c
Destiny's Child released a compilation album about which topic?	56be9c863aeaaa14008c9166
Beyonce's documentary movie was called what?	56be9c863aeaaa14008c9169
What did Beyonce sign in 2013?	56be9c863aeaaa14008c916a
"When did Destiny's Child release its album ""Love Songs""?"	56bfa24ea10cfb14005511e3
What was the title of the added track in Love Songs?	56bfa24ea10cfb14005511e4
At whose inauguration did she perform the National Anthem?	56bfa24ea10cfb14005511e5
How many Tweets per minute did the half time show get?	56bfa24ea10cfb14005511e7
When did Destiny's Child release Love Songs?	56d4c6b02ccc5a1400d83222
What was the new track for Love Songs?	56d4c6b02ccc5a1400d83223
What did Beyoncé sing at President Obama's second inauguration?	56d4c6b02ccc5a1400d83224
What event did Beyoncé perform at one month after Obama's inauguration? 	56d4c6b02ccc5a1400d83225
What is the name of Beyoncé's documentary film?	56d4c6b02ccc5a1400d83226
"How many dates did Beyonce's ""The Mrs. Carter Show"" entail?"	56be9d3d3aeaaa14008c9170
One of Beyonce's most successful tours yet was which one?	56be9d3d3aeaaa14008c9172
"Beyonce wrote which song for the movie ""Epic""?"	56be9d3d3aeaaa14008c9173
Beyonce voiced a character in which animated film?	56be9d3d3aeaaa14008c9174
When did the tour begin?	56bfa3cca10cfb14005511ee
Of what event was Beyonce honorary chair?	56bfa3cca10cfb14005511ef
What part did she voice for the movie Epic?	56bfa3cca10cfb14005511f0
What song did Beyonce record for the film Epic?	56bfa3cca10cfb14005511f1
What was the name of Beyoncé's tour that she started on April 15?	56d4c75a2ccc5a1400d8322c
How many dates did the Mrs. Carter Show World Tour have?	56d4c75a2ccc5a1400d8322d
Which Amy Winehouse song did Beyoncé cover and release in May 2014?	56d4c75a2ccc5a1400d8322e
Beyoncé was an honorary chair of the 2013 what?	56d4c75a2ccc5a1400d8322f
Which character in the film, Epic, was voiced by Beyoncé?	56d4c75a2ccc5a1400d83230
Where did Beyonce release her 5th album to a huge surprise?	56be9e453aeaaa14008c917a
When did Beyonce get her fifth consecutive number one hit album?	56bfa5b3a10cfb14005511f7
Where was the album released? 	56bfa5b3a10cfb14005511f8
Who joined Beyonce on her On The Run Tour?	56bfa5b3a10cfb14005511f9
Who reported Beyonce to e the top earning woman in music?	56bfa5b3a10cfb14005511fa
How much more were her earnings that the year before?	56bfa5b3a10cfb14005511fb
When did Beyoncé release her fifth studio album?	56d4cde92ccc5a1400d83236
How many digital copies of her fifth album did Beyoncé sell in six days?	56d4cde92ccc5a1400d83237
What song on Beyoncé's fifth studio album featured her husband?	56d4cde92ccc5a1400d83238
What was the name of the tour featuring both Beyoncé and Jay Z?	56d4cde92ccc5a1400d83239
How many awards did Beyonce take home with her at the 57th Grammy Awards?	56be9eea3aeaaa14008c9184
Which artist beat Beyonce out for Album of the year?	56be9eea3aeaaa14008c9185
Which magazine did Beyonce pose on the cover for in August of 2015?	56be9eea3aeaaa14008c9186
Beyonce would perform with who at Superbowl 50?	56be9eea3aeaaa14008c9187
Beyonce took home how many awards at the 57th Grammy Awards?	56bea1f53aeaaa14008c918e
Beyonce lost to which artist for Album of the year?	56bea1f53aeaaa14008c918f
Who did Beyonce perform next to during Superbowl 50?	56bea1f53aeaaa14008c9191
If Beyonce won three Grammies in 2015, how many was she nominated for?	56bfa761a10cfb1400551201
On what magazine was she the cover model?	56bfa761a10cfb1400551202
Who would she perform with at Superbowl 50?	56bfa761a10cfb1400551204
With what British band did Beyonce perform on their album?	56bfa761a10cfb1400551205
How many awards was Beyoncé nominated for at the 57th annual Grammys?	56d4ceac2ccc5a1400d83240
How many awards did Beyoncé win at the 57th Annual Grammys?	56d4ceac2ccc5a1400d83241
Beyoncé lost the Album of the Year award to which entertainer?	56d4ceac2ccc5a1400d83242
Which magazine did Beyoncé pose for the cover, making her the first black female artist to do so?	56d4ceac2ccc5a1400d83243
Who did Beyonce perform with at Super Bowl 50?	56d4ceac2ccc5a1400d83244
"Beyonce released the song ""Formation"" on which online music service?"	56bea27b3aeaaa14008c9199
Beyonce's new single released before the super bowl was called what?	56bea27b3aeaaa14008c919a
What day did Beyonce release her single, Formation?	56bfa8bba10cfb140055120b
How was the single released?	56bfa8bba10cfb140055120c
What was the name of the streaming service?	56bfa8bba10cfb140055120d
What kind of platform was the song released?	56bfa8bba10cfb140055120f
When did Beyoncé release Formation?	56d4cee32ccc5a1400d8324a
Where did Beyoncé exclusively release her single, Formation?	56d4cee32ccc5a1400d8324b
As of April 2014, how many albums have Jay Z and Beyonce sold together?	56bea5f23aeaaa14008c91a1
Where did Beyonce become pregnant?	56bea5f23aeaaa14008c91a2
"Beyonce described what as the ""hardest thing she had to endure""?"	56bea5f23aeaaa14008c91a3
Who did Beyonce have a relationship with?	56bfaa11a10cfb1400551215
When were Beyonce and Jay Z married?	56bfaa11a10cfb1400551216
Together how records have they sold ?	56bfaa11a10cfb1400551217
How did Beyonce deal with the miscarriage of her child?	56bfaa11a10cfb1400551218
Where was Beyonce when she became pregnant?	56bfaa11a10cfb1400551219
In which music video did Beyoncé star as Jay Z's girlfriend, creating speculation about their relationship?	56d4d0c32ccc5a1400d8324e
When were Beyoncé and Jay Z married?	56d4d0c32ccc5a1400d8324f
How many records combined have Beyoncé and Jay Z sold?	56d4d0c32ccc5a1400d83250
What did Beyoncé describe as the saddest thing in her life?	56d4d0c32ccc5a1400d83251
Where did Beyoncé get pregnant?	56d4d0c32ccc5a1400d83252
Jay Z and Beyonce attended which event together in August of 2011?	56bea8463aeaaa14008c91a9
Beyonce confirmed what after performing one of her songs?	56bea8463aeaaa14008c91aa
How many people watched the 2011 MTV Music Awards?	56bea8463aeaaa14008c91ac
Where did she announce her pregnancy?	56bfab98a10cfb140055121f
Why was the broadcast the most-watched in history?	56bfab98a10cfb1400551220
What even was recorded in the Guinness World Records?	56bfab98a10cfb1400551221
What was the most searched term in week of Aug 29, 2011?	56bfab98a10cfb1400551222
What song did she perform at the MTV Awards?	56bfab98a10cfb1400551223
Where did Beyoncé announce her pregnancy?	56d4d18d2ccc5a1400d83258
What song did Beyoncé sing prior to announcing her pregnancy?	56d4d18d2ccc5a1400d83259
How many people watched the 2011 MTV Video Music Awards?	56d4d18d2ccc5a1400d8325a
What was the most searched term on Google for the week of August 29, 2011?	56d4d18d2ccc5a1400d8325c
Jay Z has a website called what?	56bea9043aeaaa14008c91b1
Which song by Jay Z talked about the pregnancy struggles?	56bea9043aeaaa14008c91b3
What was the name of Beyonce's daughter?	56bfacdda10cfb1400551229
At what hospital was the baby delivered?	56bfacdda10cfb140055122a
What was the named of the song  dedicated to the child?	56bfacdda10cfb140055122b
What does B.I.C. stand for?	56bfacdda10cfb140055122c
Who was credited for her cries on the song?	56bfacdda10cfb140055122d
When did Beyoncé give birth to her daughter?	56d4d2232ccc5a1400d83262
What did Beyoncé and Jay Z name their daughter?	56d4d2232ccc5a1400d83263
What song did Jay Z release two days after Blue Ivy was born?	56d4d2232ccc5a1400d83264
What is included at the end of Glory?	56d4d2232ccc5a1400d83265
How was Blue Ivy credited on Glory?	56d4d2232ccc5a1400d83266
Beyonce and Jay-Z went to a rally for the acquittal of whom?	56beab283aeaaa14008c91cc
Beyonce sang which song during the 2009 presidential inauguration?	56beab283aeaaa14008c91cd
How much did Beyonce raise for Obama at the 40/40 Club?	56bfae97a10cfb1400551234
What did she endorse on March 26, 2013?	56bfae97a10cfb1400551235
What did they attend in July 2013?	56bfae97a10cfb1400551236
What did she sing at the 2009 Presidential Inauguration?	56bfae97a10cfb1400551237
What song did Beyoncé perform at the 2009 inauguration of Obama?	56d4d2f12ccc5a1400d8326c
What song did Beyoncé perform at the first inaugural dance for the Obamas.	56d4d2f12ccc5a1400d8326d
What social media platform did Beyoncé upload a picture of her paper ballot on?	56d4d2f12ccc5a1400d8326f
