tokens	ner_tags	text
['Liao', 'Ching', '-', 'jong', ',', 'director', 'of', 'the', 'NTUST', 'College', 'of', 'Management', ',', 'relates', 'that', 'new', 'entrants', 'into', 'the', 'professional', 'ranks', 'concentrate', 'on', 'accumulating', 'professional', 'know', '-', 'how', ',', 'while', 'seasoned', 'middle', '-', 'and', 'top', '-', 'level', 'executives', 'seek', 'an', 'edge', 'in', 'management', '.']	['B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'B-ORG', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	Liao Ching - jong , director of the NTUST College of Management , relates that new entrants into the professional ranks concentrate on accumulating professional know - how , while seasoned middle - and top - level executives seek an edge in management .
['Wu', 'notes', 'that', 'such', 'new', 'fields', 'as', 'venture', 'capital', ',', 'technology', 'management', ',', 'intellectual', 'property', ',', 'and', 'e-commerce', 'are', 'all', 'recent', 'additions', 'to', 'the', 'curriculum', 'over', 'the', 'past', 'few', 'years', '.']	['B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O']	Wu notes that such new fields as venture capital , technology management , intellectual property , and e-commerce are all recent additions to the curriculum over the past few years .
"['Professor', 'Tang', 'Ming', '-', 'je', 'of', 'NTU', ""'s"", 'College', 'of', 'Management', 'adds', ':', '""', 'With', 'small', ',', 'medium', '-', 'size', 'and', 'family', 'businesses', 'forming', 'the', 'backbone', 'of', 'Taiwanese', 'industry', ',', 'one', 'could', 'do', 'just', 'fine', 'without', 'professional', 'management', '.']"	['O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'B-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	"Professor Tang Ming - je of NTU 's College of Management adds : "" With small , medium - size and family businesses forming the backbone of Taiwanese industry , one could do just fine without professional management ."
"['NTU', ',', 'which', 'enjoys', 'the', 'distinction', 'of', 'being', 'Taiwan', ""'s"", 'premier', 'institution', 'of', 'higher', 'education', ',', '""', 'never', 'lacks', 'for', 'students', ',', 'because', 'there', 'are', 'always', 'people', 'who', 'want', 'to', 'attend', 'NTU', ',', '""', 'says', 'Tang', 'Ming', '-', 'je', '.']"	['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O']	"NTU , which enjoys the distinction of being Taiwan 's premier institution of higher education , "" never lacks for students , because there are always people who want to attend NTU , "" says Tang Ming - je ."
['Ever', 'since', 'graduating', 'with', 'a', 'degree', 'in', 'mechanical', 'engineering', 'from', 'NTUST', 'and', 'setting', 'out', 'to', 'start', 'his', 'own', 'business', 'over', '20', 'years', 'ago', ',', 'that', 'degree', 'has', 'sat', 'in', 'a', 'drawer', 'somewhere', ',', 'relegated', 'to', 'mere', 'symbolic', 'significance', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	Ever since graduating with a degree in mechanical engineering from NTUST and setting out to start his own business over 20 years ago , that degree has sat in a drawer somewhere , relegated to mere symbolic significance .
"['Long', 'immersed', 'in', 'the', 'sciences', 'and', 'always', 'focusing', 'on', 'numbers', 'and', 'statistics', ',', 'Chang', 'says', 'he', 'feels', 'like', 'he', '""', 'has', 'gotten', 'into', 'a', 'mental', 'rut', '.', '""']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	"Long immersed in the sciences and always focusing on numbers and statistics , Chang says he feels like he "" has gotten into a mental rut . """
"['Although', 'Hsinchu', ""'s"", 'National', 'Chiaotung', 'University', 'offers', 'a', 'similar', 'management', 'curriculum', ',', 'he', 'was', 'concerned', 'that', 'the', 'students', 'there', 'would', 'be', 'science', 'park', 'types', 'with', 'similar', 'backgrounds', 'in', 'high', 'tech', 'fields', '.']"	['O', 'B-GPE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	Although Hsinchu 's National Chiaotung University offers a similar management curriculum , he was concerned that the students there would be science park types with similar backgrounds in high tech fields .
"['Advanced', 'training', 'for', 'professionals', 'has', 'become', 'a', 'hot', 'topic', 'among', 'executives', 'over', 'the', 'past', 'two', 'years', ',', 'but', 'continuing', 'education', 'is', 'nothing', 'new', 'among', 'Taiwan', ""'s"", 'universities', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O']	Advanced training for professionals has become a hot topic among executives over the past two years , but continuing education is nothing new among Taiwan 's universities .
"['For', 'instance', ',', 'National', 'Chengchi', 'University', ""'s"", 'Public', 'Administration', 'Center', 'has', 'offered', 'graduate', 'extension', 'courses', 'for', 'executives', 'for', 'over', 'a', 'decade', ',', 'the', 'difference', 'being', 'that', ',', 'upon', 'completion', 'of', 'the', 'curriculum', 'students', 'only', 'receive', 'a', 'certificate', 'of', 'course', 'credit', '.']"	['O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	For instance , National Chengchi University 's Public Administration Center has offered graduate extension courses for executives for over a decade , the difference being that , upon completion of the curriculum students only receive a certificate of course credit .
['Nevertheless', ',', 'they', 'must', 'pay', 'a', 'hefty', 'price', 'to', 'be', 'able', 'to', 'study', 'in', 'the', 'first', 'place', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORDINAL', 'O', 'O']	Nevertheless , they must pay a hefty price to be able to study in the first place .
['Meanwhile', ',', 'some', 'become', 'highway', 'speeders', ',', 'rushing', 'from', 'Taoyuan', 'or', 'Hsinchu', 'to', 'attend', 'class', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O', 'O', 'O', 'O']	Meanwhile , some become highway speeders , rushing from Taoyuan or Hsinchu to attend class .
['She', 'divides', 'her', 'schedule', 'into', 'three', '-', 'month', 'cycles', ',', 'and', 'with', 'one', 'class', 'on', 'Thursday', 'afternoons', ',', 'her', 'company', 'does', 'its', 'best', 'to', 'accommodate', 'her', 'by', 'not', 'holding', 'meetings', 'that', 'involve', 'her', 'on', 'that', 'day', 'of', 'the', 'week', '.']	['O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O']	She divides her schedule into three - month cycles , and with one class on Thursday afternoons , her company does its best to accommodate her by not holding meetings that involve her on that day of the week .
['Despite', 'often', 'staying', 'up', 'until', '2:00', 'or', '3:00', 'AM', 'to', 'study', 'or', 'write', 'reports', ',', 'Lee', 'likes', 'mingling', 'in', 'the', 'executive', 'management', 'class', 'with', 'a', 'diverse', 'group', 'of', 'students', 'from', 'different', 'fields', ',', 'and', 'feels', 'that', 'the', 'new', 'ideas', 'the', 'professors', 'feed', 'them', 'help', 'keep', 'her', 'brain', 'supple', '.']	['O', 'O', 'O', 'O', 'O', 'B-TIME', 'I-TIME', 'I-TIME', 'I-TIME', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	Despite often staying up until 2:00 or 3:00 AM to study or write reports , Lee likes mingling in the executive management class with a diverse group of students from different fields , and feels that the new ideas the professors feed them help keep her brain supple .
['Female', 'professionals', 'like', 'Morna', 'Lee', 'represent', 'a', 'minority', 'among', 'executive', 'degree', 'students', ',', 'accounting', 'for', 'just', 'about', 'five', 'percent', '.']	['O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERCENT', 'I-PERCENT', 'I-PERCENT', 'O']	Female professionals like Morna Lee represent a minority among executive degree students , accounting for just about five percent .
"['""', 'If', 'you', 'asked', 'me', 'whether', 'work', 'or', 'family', 'is', 'more', 'important', ',', 'I', 'would', 'say', 'that', 'since', 'entering', 'society', '20', 'years', 'ago', 'work', 'has', 'always', 'come', 'first', ',', '""', 'states', 'Donna', 'Sun', ',', 'vice', 'president', 'of', 'the', 'Human', 'Resource', 'Division', 'at', 'Schmidt', 'Scientific', 'Taiwan', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']	""" If you asked me whether work or family is more important , I would say that since entering society 20 years ago work has always come first , "" states Donna Sun , vice president of the Human Resource Division at Schmidt Scientific Taiwan ."
['They', 'might', 'be', 'after', 'new', 'knowledge', ',', 'keen', 'to', 'sport', 'a', 'fancy', 'degree', 'from', 'a', 'graduate', 'school', 'like', 'NTU', 'or', 'Chengchi', 'University', ',', 'out', 'to', 'network', 'with', 'others', ',', 'or', 'looking', 'out', 'for', 'the', 'survival', 'of', 'business', 'and', 'to', 'raise', 'competitiveness', 'by', 'searching', 'for', 'answers', 'to', 'difficult', 'work', 'or', 'business', 'issues', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	They might be after new knowledge , keen to sport a fancy degree from a graduate school like NTU or Chengchi University , out to network with others , or looking out for the survival of business and to raise competitiveness by searching for answers to difficult work or business issues .
"['Before', 'commencing', 'a', 'course', ',', 'Tang', 'tells', 'his', 'students', ',', '""', 'I', 'am', 'not', 'in', 'the', 'consulting', 'business', '.']"	['O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	"Before commencing a course , Tang tells his students , "" I am not in the consulting business ."
"['Wu', 'Se', '-', 'hwa', ',', 'dean', 'of', 'National', 'Chengchi', 'University', ""'s"", 'College', 'of', 'Commerce', ',', 'relates', ',', '""', 'Academic', 'institutions', 'provide', 'systematic', 'thinking', ',', 'not', 'the', 'answers', 'to', 'specific', 'questions', '.', '""']"	['B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	"Wu Se - hwa , dean of National Chengchi University 's College of Commerce , relates , "" Academic institutions provide systematic thinking , not the answers to specific questions . """
"['Unlike', 'the', '20th', 'century', ',', 'where', 'the', 'amount', 'of', 'capital', 'was', 'the', 'greatest', 'factor', 'determining', 'success', ',', 'Wu', 'Se', '-', 'hwa', 'believes', 'that', 'the', 'next', 'century', 'will', 'be', 'about', '""', 'knowledge', 'as', 'the', 'main', 'competitive', 'force', '.', '""']"	['O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	"Unlike the 20th century , where the amount of capital was the greatest factor determining success , Wu Se - hwa believes that the next century will be about "" knowledge as the main competitive force . """
['By', 'the', '1990s', ',', 'accumulation', 'of', 'know', '-', 'how', 'accelerated', 'many', 'times', 'over', ',', 'so', 'that', 'executives', 'needed', 'to', 'learn', 'something', 'new', 'each', 'day', '.']	['O', 'B-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	By the 1990s , accumulation of know - how accelerated many times over , so that executives needed to learn something new each day .
['Now', ',', 'in', 'the', '21st', 'century', ',', 'each', 'manager', 'might', 'have', 'to', 'learn', 'something', 'new', 'every', 'single', 'hour', 'of', 'the', 'working', 'day', '.']	['O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TIME', 'I-TIME', 'I-TIME', 'I-TIME', 'I-TIME', 'I-TIME', 'I-TIME', 'O']	Now , in the 21st century , each manager might have to learn something new every single hour of the working day .
"['Tang', ""'s"", 'risk', 'management', 'class', 'is', 'discussing', 'how', 'to', 'identify', 'risks', '.']"	['B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	Tang 's risk management class is discussing how to identify risks .
['Often', ',', 'says', 'Lin', ',', 'such', 'questions', 'leave', 'him', 'stumped', '.']	['O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	Often , says Lin , such questions leave him stumped .
['Last', 'year', ',', 'one', 'professor', 'made', 'a', 'big', 'hit', 'with', 'over', '30', 'students', ',', 'taking', 'them', 'to', 'mainland', 'China', 'for', 'over', 'ten', 'days', 'to', 'familiarize', 'them', 'with', 'the', 'investment', 'environment', 'there', '.']	['B-DATE', 'I-DATE', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	Last year , one professor made a big hit with over 30 students , taking them to mainland China for over ten days to familiarize them with the investment environment there .
['One', 'student', 'attending', 'a', 'non-degree', 'program', 'at', 'NTUST', 'relates', 'that', 'there', 'are', 'not', 'enough', 'spots', 'to', 'go', 'around', 'in', 'the', 'executive', 'degree', 'programs', '.']	['B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	One student attending a non-degree program at NTUST relates that there are not enough spots to go around in the executive degree programs .
"['The', 'NTUST', 'student', 'expresses', 'cynicism', 'toward', 'the', 'application', 'and', 'review', 'process', ',', 'suspecting', 'that', '""', 'they', 'just', 'pay', 'attention', 'to', 'company', 'name', 'and', 'job', 'title', '.', '""']"	['O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	"The NTUST student expresses cynicism toward the application and review process , suspecting that "" they just pay attention to company name and job title . """
"['""', 'From', 'review', ',', 'to', 'written', 'test', ',', 'to', 'oral', 'exam', ',', 'in', 'order', 'to', 'ensure', 'fairness', ',', 'no', 'professor', 'is', 'involved', 'in', 'more', 'than', 'one', 'portion', 'of', 'the', 'process', ',', '""', 'says', 'Huang', 'Chung', '-', 'hsing', ',', 'director', 'of', 'the', 'EMBA', 'program', 'at', 'NTU', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'I-CARDINAL', 'I-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'O', 'O', 'B-ORG', 'O']	""" From review , to written test , to oral exam , in order to ensure fairness , no professor is involved in more than one portion of the process , "" says Huang Chung - hsing , director of the EMBA program at NTU ."
"['Asks', 'Liao', 'Ching', '-', 'jong', ',', 'director', 'of', 'the', 'NTUST', 'Graduate', 'School', 'of', 'Management', ',', 'concurs', ',', '""', 'Which', 'is', 'greater', ',', 'the', 'marginal', 'benefit', 'of', 'a', 'company', 'president', 'or', 'a', 'staff', 'member', ""'s"", 'education', '?']"	['O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'B-ORG', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	"Asks Liao Ching - jong , director of the NTUST Graduate School of Management , concurs , "" Which is greater , the marginal benefit of a company president or a staff member 's education ?"
