uid	sentence	label	label_name	tree
4722	"""she manages to test patricia in one of the biggest hotel-casinos , the caesars palace ."""	1	Objective	"(20 (20 (55 "") (20 (24 (25 (41 she) (3 (6 (28 (40 manages) (73 to)) (57 test)) (83 patricia))) (1 (49 in) (27 (27 (93 one) (12 (74 of) (27 (52 the) (2 (32 biggest) (84 hotel))))) (8 (66 -) (50 casinos))))) (31 (1 (39 ,) (25 (27 (81 the) (61 [UNK])) (79 palace))) (77 .)))) (55 ""))"
2971	"""peralta captures , in luminous interviews and amazingly evocative film from three decades ago , the essence of the dogtown experience ."""	0	Subjective	"(20 (20 (55 "") (20 (24 (25 (44 [UNK]) (3 (59 captures) (1 (39 ,) (25 (85 in) (27 (44 [UNK]) (27 (54 interviews) (8 (76 and) (2 (61 [UNK]) (2 (32 evocative) (84 film)))))))))) (1 (1 (49 from) (27 (53 three) (92 decades))) (78 ago))) (31 (1 (39 ,) (25 (27 (81 the) (11 (65 essence) (12 (74 of) (27 (81 the) (61 [UNK]))))) (79 experience))) (77 .)))) (55 ""))"
5201	"""with a schizophrenic father , a self-absorbed , distant mother , and a shark-like young republican big brother , igby figures there must be a better life out there , and he sets out to find it ."""	1	Objective	"(20 (20 (55 "") (20 (24 (25 (85 with) (27 (52 a) (2 (44 [UNK]) (84 father)))) (1 (39 ,) (25 (27 (52 a) (2 (68 self) (8 (66 -) (61 [UNK])))) (3 (28 (21 (8 (39 ,) (2 (32 distant) (84 mother))) (70 ,)) (76 and)) (27 (52 a) (2 (68 shark) (8 (66 -) (23 (50 like) (2 (95 young) (2 (61 [UNK]) (2 (32 big) (84 brother)))))))))))) (31 (1 (39 ,) (24 (25 (41 igby) (3 (3 (3 (59 figures) (25 (41 there) (3 (28 (89 must) (86 be)) (27 (52 a) (2 (32 better) (84 life)))))) (47 out)) (47 there))) (1 (39 ,) (25 (13 (88 and) (80 he)) (3 (6 (28 (3 (59 sets) (47 out)) (73 to)) (57 find)) (83 it)))))) (77 .)))) (55 ""))"
413	"""after all the big build-up , the payoff for the audience , as well as the characters , is messy , murky , unsatisfying ."""	0	Subjective	"(20 (20 (55 "") (20 (24 (25 (85 after) (27 (33 all) (27 (52 the) (2 (95 big) (2 (68 build) (8 (66 -) (50 up))))))) (1 (39 ,) (25 (13 (43 the) (69 payoff)) (1 (49 for) (27 (81 the) (64 audience)))))) (31 (1 (39 ,) (25 (13 (27 (37 as) (71 well)) (21 (8 (39 as) (27 (81 the) (64 characters))) (70 ,))) (3 (89 is) (27 (54 messy) (8 (70 ,) (15 (82 murky) (8 (70 ,) (61 [UNK])))))))) (77 .)))) (55 ""))"
3546	"""harboring a secret , john guides angela to a shocking realization that will uncover the past ."""	1	Objective	"(20 (20 (55 "") (20 (24 (25 (85 [UNK]) (27 (81 a) (64 secret))) (1 (39 ,) (25 (41 john) (3 (28 (3 (89 guides) (45 [UNK])) (73 to)) (27 (52 a) (2 (32 shocking) (84 realization))))))) (31 (1 (48 that) (3 (28 (89 will) (86 uncover)) (27 (81 the) (64 past)))) (77 .)))) (55 ""))"
2054	"""lightly reflective and consistently entertaining , lucky break is an easy-to-take diversion ."""	0	Subjective	"(20 (20 (55 "") (20 (24 (25 (27 (35 [UNK]) (8 (42 [UNK]) (8 (76 and) (82 consistently)))) (79 entertaining)) (1 (39 ,) (25 (13 (90 lucky) (92 break)) (3 (89 is) (27 (52 an) (2 (68 easy) (8 (66 -) (23 (73 to) (10 (66 -) (2 (32 take) (84 diversion))))))))))) (77 .))) (55 ""))"
2848	woody allen can write and deliver a one liner as well as anybody . but i had a lot of problems with this movie .	0	Subjective	(20 (24 (25 (13 (90 woody) (92 allen)) (3 (6 (28 (3 (62 can) (59 write)) (76 and)) (57 deliver)) (27 (81 a) (64 one)))) (1 (49 liner) (27 (37 as) (71 well)))) (31 (1 (39 as) (25 (58 anybody) (1 (39 .) (25 (13 (88 but) (80 i)) (3 (89 had) (27 (81 a) (11 (65 lot) (12 (74 of) (27 (91 problems) (12 (74 with) (27 (81 this) (64 movie)))))))))))) (77 .)))
1680	"""it is , by conventional standards , a fairly terrible movie . . . but it is also weirdly fascinating , a ready-made eurotrash cult object . it is also , at times , curiously moving ."""	0	Subjective	"(20 (20 (55 "") (20 (24 (25 (41 it) (3 (59 is) (1 (39 ,) (25 (85 by) (27 (53 conventional) (92 standards)))))) (1 (39 ,) (25 (13 (25 (27 (52 a) (2 (95 fairly) (2 (32 terrible) (84 movie)))) (31 (1 (31 (1 (77 .) (77 .)) (77 .)) (24 (25 (13 (88 but) (80 it)) (3 (28 (28 (89 is) (86 also)) (86 weirdly)) (45 fascinating))) (1 (39 ,) (25 (27 (52 a) (2 (68 ready) (8 (66 -) (23 (50 made) (2 (44 [UNK]) (84 cult)))))) (79 object))))) (77 .))) (41 it)) (3 (89 is) (45 also))))) (31 (1 (1 (39 ,) (25 (85 at) (27 (54 times) (8 (70 ,) (82 curiously))))) (78 moving)) (77 .)))) (55 ""))"
2311	"""anyone not into high-tech splatterfests is advised to take the warning literally , and log on to something more user-friendly ."""	0	Subjective	"(20 (20 (55 "") (20 (24 (25 (88 anyone) (25 (58 not) (1 (49 into) (27 (54 high) (8 (66 -) (23 (50 tech) (44 [UNK]))))))) (1 (6 (28 (3 (89 is) (45 [UNK])) (73 to)) (57 take)) (22 (43 the) (2 (32 warning) (84 literally))))) (31 (1 (39 ,) (25 (41 and) (3 (28 (3 (59 log) (47 on)) (73 to)) (27 (27 (37 something) (71 more)) (8 (42 [UNK]) (8 (66 -) (50 friendly))))))) (77 .)))) (55 ""))"
4919	"""story of annette kellerman , the international swimming vaudeville and silent screen star whose life story inspired the mgm classic million dollar mermaid starring esther williams , which featured lavish busby berkeley scenes ."""	1	Objective	"(20 (20 (55 "") (20 (24 (25 (11 (65 story) (12 (74 of) (27 (35 [UNK]) (8 (21 (8 (42 [UNK]) (8 (39 ,) (27 (52 the) (2 (95 international) (2 (68 swimming) (8 (42 [UNK]) (8 (76 and) (2 (32 silent) (84 screen))))))))) (70 star)) (27 (46 whose) (51 life)))))) (69 story)) (1 (49 inspired) (27 (52 the) (2 (61 [UNK]) (2 (95 classic) (2 (95 million) (2 (68 dollar) (0 (44 [UNK]) (12 (74 starring) (27 (53 esther) (92 williams))))))))))) (31 (1 (39 ,) (25 (27 (33 which) (27 (52 featured) (2 (95 lavish) (2 (61 [UNK]) (35 [UNK]))))) (79 scenes))) (77 .)))) (55 ""))"
4311	"""in his second term at hogwarts school of witchcraft and wizardry , harry potter ( daniel radcliffe ) is warned by an elf named dobby that disaster will strike when he returns to hogwarts ."""	1	Objective	"(20 (20 (55 "") (20 (24 (25 (85 in) (27 (52 his) (2 (68 second) (11 (65 term) (12 (74 at) (27 (53 hogwarts) (92 school))))))) (1 (74 of) (56 witchcraft))) (31 (1 (49 and) (27 (56 wizardry) (1 (39 ,) (24 (25 (13 (90 harry) (15 (82 potter) (8 (70 () (15 (82 daniel) (8 (44 [UNK]) (34 ))))))) (3 (89 is) (18 (60 warned) (12 (74 by) (27 (52 an) (2 (68 elf) (8 (70 named) (61 [UNK])))))))) (1 (39 that) (24 (25 (41 disaster) (3 (89 will) (45 strike))) (1 (39 when) (25 (41 he) (3 (28 (40 returns) (73 to)) (45 hogwarts)))))))))) (77 .)))) (55 ""))"
5477	"""cruise's character has the tables turned on him when he is accused of a future crime and must find out what brought it about and stop it before it can happen in the year 2054 , a so-called """" pre-crime division """" is working around washington , dc ."""	1	Objective	"(20 (20 (55 "") (20 (24 (25 (15 (82 cruise) (8 (28 (38 ') (67 s)) (51 character))) (3 (6 (28 (89 has) (13 (24 (25 (13 (24 (25 (13 (43 the) (69 tables)) (3 (3 (59 turned) (47 on)) (47 him))) (1 (39 when) (25 (41 he) (3 (89 is) (18 (60 accused) (12 (74 of) (27 (52 a) (2 (32 future) (84 crime))))))))) (76 and)) (3 (62 must) (3 (59 find) (47 out)))) (1 (25 (41 what) (3 (59 brought) (47 it))) (49 about))) (76 and))) (57 stop)) (83 it))) (1 (39 before) (24 (25 (41 it) (3 (89 can) (45 happen))) (1 (49 in) (27 (27 (81 the) (64 year)) (44 [UNK])))))) (31 (1 (39 ,) (24 (25 (13 (27 (52 a) (2 (37 so) (10 (66 -) (2 (95 called) (2 (55 "") (55 "")))))) (13 (15 (82 pre) (8 (66 -) (50 crime))) (8 (63 division) (8 (55 "") (55 ""))))) (3 (89 is) (45 working))) (1 (49 around) (27 (54 washington) (8 (70 ,) (61 [UNK])))))) (77 .)))) (55 ""))"
2183	the iditarod lasts for days - this just felt like it did .	0	Subjective	(20 (24 (25 (22 (43 the) (2 (61 [UNK]) (35 [UNK]))) (1 (49 for) (56 days))) (1 (66 -) (25 (41 this) (3 (62 just) (59 felt))))) (31 (1 (49 like) (27 (41 it) (89 did))) (77 .)))
3772	she has an emotional bond with a casino owner ( deepak tijori ) .	1	Objective	(20 (24 (25 (41 she) (3 (89 has) (27 (52 an) (2 (32 emotional) (84 bond))))) (1 (49 with) (27 (52 a) (2 (68 casino) (8 (8 (8 (63 owner) (8 (70 () (61 [UNK]))) (42 [UNK])) (34 ))))))) (77 .))
4829	"""upon arrival , josch and t&#252 ; rlich find ischgl to be a center for apr&#232 ; s ski parties , and drink hard to blend in ."""	1	Objective	"(20 (20 (55 "") (20 (24 (25 (85 upon) (27 (54 arrival) (8 (70 ,) (15 (82 josch) (8 (76 and) (82 t)))))) (1 (49 &) (27 (81 #) (64 252)))) (31 (1 (39 ;) (24 (25 (41 rlich) (3 (6 (28 (3 (89 find) (45 [UNK])) (73 to)) (57 be)) (27 (81 a) (11 (65 center) (12 (74 for) (27 (44 [UNK]) (1 (49 &) (27 (81 #) (0 (44 [UNK]) (12 (74 ;) (27 (52 s) (2 (32 ski) (84 parties))))))))))))) (1 (39 ,) (25 (13 (88 and) (80 drink)) (3 (6 (28 (40 hard) (73 to)) (57 blend)) (83 in)))))) (77 .)))) (55 ""))"
1532	i have two words to say about reign of fire . great dragons !	0	Subjective	(20 (24 (25 (41 i) (3 (28 (3 (89 have) (27 (53 two) (92 words))) (73 to)) (45 say))) (1 (49 about) (27 (91 reign) (12 (74 of) (27 (54 fire) (8 (39 .) (2 (32 great) (84 dragons)))))))) (36 !))
5875	"""while 'studying' , he is busted by his mother and begs her not to tell his dad ."""	1	Objective	"(20 (20 (55 "") (20 (24 (25 (85 while) (27 (38 ') (26 (87 studying) (38 ')))) (1 (39 ,) (25 (13 (24 (25 (41 he) (3 (89 is) (45 [UNK]))) (1 (49 by) (27 (46 his) (51 mother)))) (76 and)) (3 (59 [UNK]) (47 her))))) (31 (1 (7 (6 (28 (40 not) (73 to)) (57 tell)) (46 his)) (51 dad)) (77 .)))) (55 ""))"
3054	tough detective mike reilly collaborates with department of health associate terry huston to research these mysterious deaths .	1	Objective	(20 (24 (25 (27 (54 tough) (8 (8 (70 detective) (82 mike)) (42 [UNK]))) (79 [UNK])) (1 (49 with) (27 (91 department) (12 (74 of) (27 (90 health) (61 [UNK])))))) (31 (1 (48 terry) (3 (6 (28 (40 huston) (73 to)) (57 research)) (27 (52 these) (2 (32 mysterious) (84 deaths))))) (77 .)))
4349	"""2 . a cranny , hollow , or crevice , as in a rock ."""	1	Objective	"(20 (20 (55 "") (20 (24 (25 (58 2) (1 (39 .) (25 (29 (52 a) (61 [UNK])) (8 (8 (70 ,) (15 (82 hollow) (8 (39 ,) (76 or)))) (42 [UNK]))))) (1 (70 ,) (37 as))) (31 (1 (49 in) (27 (81 a) (64 rock))) (77 .)))) (55 ""))"
4517	"""until she leaves to the kitchen and he finds out that under the bed a male shoe that does not belong to him is carefully hidden by a male hand , under his own eyes ."""	1	Objective	"(20 (20 (55 "") (20 (24 (25 (13 (88 until) (80 she)) (3 (28 (40 leaves) (73 to)) (27 (81 the) (64 kitchen)))) (1 (39 and) (24 (25 (41 he) (3 (59 finds) (47 out))) (1 (39 that) (24 (25 (13 (27 (33 under) (27 (81 the) (64 bed))) (13 (27 (52 a) (2 (32 male) (84 shoe))) (48 that))) (3 (28 (3 (28 (89 does) (86 not)) (45 [UNK])) (73 to)) (27 (83 him) (3 (28 (89 is) (86 carefully)) (45 hidden))))) (1 (49 by) (27 (52 a) (2 (32 male) (84 hand))))))))) (31 (1 (39 ,) (25 (27 (33 under) (27 (46 his) (51 own))) (79 eyes))) (77 .)))) (55 ""))"
2702	"""if myers decides to make another austin powers movie , maybe he should just stick with austin and dr evil ."""	0	Subjective	"(20 (20 (55 "") (20 (24 (25 (13 (88 if) (80 myers)) (3 (6 (28 (40 decides) (73 to)) (57 make)) (27 (52 another) (2 (2 (32 austin) (84 powers)) (69 movie))))) (1 (39 ,) (25 (13 (88 maybe) (80 he)) (3 (28 (89 should) (86 just)) (45 [UNK]))))) (31 (1 (1 (49 with) (27 (54 austin) (8 (76 and) (82 dr)))) (78 evil)) (77 .)))) (55 ""))"
3191	we see the action of the book as we see kaufman struggle to adapt it into a movie .	1	Objective	(20 (24 (25 (41 we) (3 (59 see) (27 (81 the) (11 (65 action) (12 (74 of) (27 (81 the) (64 book))))))) (1 (39 as) (25 (41 we) (3 (62 see) (3 (62 kaufman) (3 (6 (28 (40 struggle) (73 to)) (57 [UNK])) (83 it))))))) (31 (1 (49 into) (27 (81 a) (64 movie))) (77 .)))
4448	"""his appetite after the gorgeous girl wetted , he helps her out in introducing patricia to his stepdaughter katherine hiller ( carolyne ambrose ) , an artist-agent ."""	1	Objective	"(20 (20 (55 "") (20 (24 (25 (13 (27 (46 his) (51 appetite)) (13 (88 after) (22 (43 the) (2 (32 gorgeous) (84 girl))))) (35 [UNK])) (1 (39 ,) (24 (25 (41 he) (3 (3 (59 helps) (47 her)) (47 out))) (1 (49 in) (27 (33 introducing) (47 patricia)))))) (31 (1 (49 to) (27 (29 (52 his) (61 [UNK])) (8 (21 (8 (8 (63 katherine) (8 (8 (63 hiller) (8 (70 () (61 [UNK]))) (42 [UNK]))) (34 ))) (70 ,)) (27 (52 an) (2 (68 artist) (8 (66 -) (50 agent))))))) (77 .)))) (55 ""))"
4301	"""together they flee to the city of hamburg and smuggle with them what used to be the greatest export of the vikings , an icelandic falcon ."""	1	Objective	"(20 (20 (55 "") (20 (24 (25 (13 (24 (25 (13 (88 together) (80 they)) (3 (28 (40 flee) (73 to)) (27 (81 the) (11 (65 city) (12 (74 of) (27 (35 [UNK]) (8 (76 and) (35 [UNK])))))))) (1 (49 with) (56 them))) (39 what)) (3 (6 (28 (40 used) (73 to)) (57 be)) (27 (22 (43 the) (2 (32 greatest) (42 [UNK]))) (12 (74 of) (27 (81 the) (61 [UNK])))))) (1 (39 ,) (25 (29 (52 an) (61 [UNK])) (64 falcon)))) (77 .))) (55 ""))"
897	may be the most undeserving victim of critical overkill since town and country .	0	Subjective	(20 (24 (25 (28 (89 may) (86 be)) (22 (43 the) (2 (95 most) (2 (42 [UNK]) (11 (65 victim) (12 (74 of) (27 (53 critical) (92 overkill)))))))) (1 (49 since) (56 town))) (31 (1 (49 and) (56 country)) (77 .)))
